page_type,시도,시군구,읍면동,리,지역표시명,source_html,confidence,is_valid,validation_note
region,경기도,안성시,,,안성시,C:\Users\user\Documents\GitHub\studynavi\경기과외\안성시과외\index.html,high,true,정상
region,경기도,안성시,구포동,,구포동,C:\Users\user\Documents\GitHub\studynavi\경기과외\안성시과외\경기구포동과외\index.html,high,true,정상
region,경기도,안성시,낙원동,,낙원동,C:\Users\user\Documents\GitHub\studynavi\경기과외\안성시과외\경기낙원동과외\index.html,high,true,정상
region,경기도,안성시,금산동,,금산동,C:\Users\user\Documents\GitHub\studynavi\경기과외\안성시과외\금산동과외\index.html,high,true,정상
region,경기도,안성시,당왕동,,당왕동,C:\Users\user\Documents\GitHub\studynavi\경기과외\안성시과외\당왕동과외\index.html,high,true,정상
region,경기도,안성시,발화동,,발화동,C:\Users\user\Documents\GitHub\studynavi\경기과외\안성시과외\발화동과외\index.html,high,true,정상
region,경기도,안성시,봉남동,,봉남동,C:\Users\user\Documents\GitHub\studynavi\경기과외\안성시과외\봉남동과외\index.html,high,true,정상
region,경기도,안성시,신소현동,,신소현동,C:\Users\user\Documents\GitHub\studynavi\경기과외\안성시과외\신소현동과외\index.html,high,true,정상
region,경기도,안성시,안성시서동,,안성시서동,C:\Users\user\Documents\GitHub\studynavi\경기과외\안성시과외\안성시서동과외\index.html,high,true,정상
region,경기도,안성시,안성시수학,,안성시수학,C:\Users\user\Documents\GitHub\studynavi\경기과외\안성시과외\안성시수학과외\index.html,high,true,정상
region,경기도,안성시,안성시영어,,안성시영어,C:\Users\user\Documents\GitHub\studynavi\경기과외\안성시과외\안성시영어과외\index.html,high,true,정상
region,경기도,안양시,,,안양시,C:\Users\user\Documents\GitHub\studynavi\경기과외\안양시과외\index.html,high,true,정상
region,경기도,안양시,비산동,,비산동,C:\Users\user\Documents\GitHub\studynavi\경기과외\안양시과외\경기비산동과외\index.html,high,true,정상
region,경기도,안양시,호계동,,호계동,C:\Users\user\Documents\GitHub\studynavi\경기과외\안양시과외\경기호계동과외\index.html,high,true,정상
region,경기도,안양시,관양동,,관양동,C:\Users\user\Documents\GitHub\studynavi\경기과외\안양시과외\관양동과외\index.html,high,true,정상
region,경기도,안양시,박달동,,박달동,C:\Users\user\Documents\GitHub\studynavi\경기과외\안양시과외\박달동과외\index.html,high,true,정상
region,경기도,안양시,석수동,,석수동,C:\Users\user\Documents\GitHub\studynavi\경기과외\안양시과외\석수동과외\index.html,high,true,정상
region,경기도,안양시,안양동,,안양동,C:\Users\user\Documents\GitHub\studynavi\경기과외\안양시과외\안양동과외\index.html,high,true,정상
region,경기도,안양시,안양시수학,,안양시수학,C:\Users\user\Documents\GitHub\studynavi\경기과외\안양시과외\안양시수학과외\index.html,high,true,정상
region,경기도,안양시,안양시영어,,안양시영어,C:\Users\user\Documents\GitHub\studynavi\경기과외\안양시과외\안양시영어과외\index.html,high,true,정상
region,경기도,안양시,평촌동,,평촌동,C:\Users\user\Documents\GitHub\studynavi\경기과외\안양시과외\평촌동과외\index.html,high,true,정상
region,경기도,양주시,,,양주시,C:\Users\user\Documents\GitHub\studynavi\경기과외\양주시과외\index.html,high,true,정상
region,경기도,양주시,고암동,,고암동,C:\Users\user\Documents\GitHub\studynavi\경기과외\양주시과외\고암동과외\index.html,high,true,정상
region,경기도,양주시,고읍동,,고읍동,C:\Users\user\Documents\GitHub\studynavi\경기과외\양주시과외\고읍동과외\index.html,high,true,정상
region,경기도,양주시,덕계동,,덕계동,C:\Users\user\Documents\GitHub\studynavi\경기과외\양주시과외\덕계동과외\index.html,high,true,정상
region,경기도,양주시,덕정동,,덕정동,C:\Users\user\Documents\GitHub\studynavi\경기과외\양주시과외\덕정동과외\index.html,high,true,정상
region,경기도,양주시,만송동,,만송동,C:\Users\user\Documents\GitHub\studynavi\경기과외\양주시과외\만송동과외\index.html,high,true,정상
region,경기도,양주시,삼숭동,,삼숭동,C:\Users\user\Documents\GitHub\studynavi\경기과외\양주시과외\삼숭동과외\index.html,high,true,정상
region,경기도,양주시,양주시수학,,양주시수학,C:\Users\user\Documents\GitHub\studynavi\경기과외\양주시과외\양주시수학과외\index.html,high,true,정상
region,경기도,양주시,양주시영어,,양주시영어,C:\Users\user\Documents\GitHub\studynavi\경기과외\양주시과외\양주시영어과외\index.html,high,true,정상
region,경기도,양주시,옥정동,,옥정동,C:\Users\user\Documents\GitHub\studynavi\경기과외\양주시과외\옥정동과외\index.html,high,true,정상
region,경기도,양평군,,,양평군,C:\Users\user\Documents\GitHub\studynavi\경기과외\양평군과외\index.html,high,true,정상
region,경기도,양평군,양동,,양동,C:\Users\user\Documents\GitHub\studynavi\경기과외\양평군과외\경기양동과외\index.html,high,true,정상
region,경기도,양평군,양평군수학,,양평군수학,C:\Users\user\Documents\GitHub\studynavi\경기과외\양평군과외\양평군수학과외\index.html,high,true,정상
region,경기도,양평군,양평군영어,,양평군영어,C:\Users\user\Documents\GitHub\studynavi\경기과외\양평군과외\양평군영어과외\index.html,high,true,정상
region,경기도,여주시,,,여주시,C:\Users\user\Documents\GitHub\studynavi\경기과외\여주시과외\index.html,high,true,정상
region,경기도,여주시,교동,,교동,C:\Users\user\Documents\GitHub\studynavi\경기과외\여주시과외\경기교동과외\index.html,high,true,정상
region,경기도,여주시,여주시상동,,여주시상동,C:\Users\user\Documents\GitHub\studynavi\경기과외\여주시과외\여주시상동과외\index.html,high,true,정상
region,경기도,여주시,여주시수학,,여주시수학,C:\Users\user\Documents\GitHub\studynavi\경기과외\여주시과외\여주시수학과외\index.html,high,true,정상
region,경기도,여주시,여주시영어,,여주시영어,C:\Users\user\Documents\GitHub\studynavi\경기과외\여주시과외\여주시영어과외\index.html,high,true,정상
region,경기도,여주시,점동,,점동,C:\Users\user\Documents\GitHub\studynavi\경기과외\여주시과외\점동과외\index.html,high,true,정상
region,경기도,오산시,,,오산시,C:\Users\user\Documents\GitHub\studynavi\경기과외\오산시과외\index.html,high,true,정상
region,경기도,오산시,가수동,,가수동,C:\Users\user\Documents\GitHub\studynavi\경기과외\오산시과외\가수동과외\index.html,high,true,정상
region,경기도,오산시,금암동,,금암동,C:\Users\user\Documents\GitHub\studynavi\경기과외\오산시과외\경기금암동과외\index.html,high,true,정상
region,경기도,오산시,수청동,,수청동,C:\Users\user\Documents\GitHub\studynavi\경기과외\오산시과외\경기수청동과외\index.html,high,true,정상
region,경기도,오산시,원동,,원동,C:\Users\user\Documents\GitHub\studynavi\경기과외\오산시과외\경기원동과외\index.html,high,true,정상
region,경기도,오산시,청학동,,청학동,C:\Users\user\Documents\GitHub\studynavi\경기과외\오산시과외\경기청학동과외\index.html,high,true,정상
region,경기도,오산시,궐동,,궐동,C:\Users\user\Documents\GitHub\studynavi\경기과외\오산시과외\궐동과외\index.html,high,true,정상
region,경기도,오산시,부산동,,부산동,C:\Users\user\Documents\GitHub\studynavi\경기과외\오산시과외\부산동과외\index.html,high,true,정상
region,경기도,오산시,오산시세교동,,오산시세교동,C:\Users\user\Documents\GitHub\studynavi\경기과외\오산시과외\오산시세교동과외\index.html,high,true,정상
region,경기도,오산시,오산시수학,,오산시수학,C:\Users\user\Documents\GitHub\studynavi\경기과외\오산시과외\오산시수학과외\index.html,high,true,정상
region,경기도,오산시,오산시영어,,오산시영어,C:\Users\user\Documents\GitHub\studynavi\경기과외\오산시과외\오산시영어과외\index.html,high,true,정상
region,경기도,오산시,오산시오산동,,오산시오산동,C:\Users\user\Documents\GitHub\studynavi\경기과외\오산시과외\오산시오산동과외\index.html,high,true,정상
region,경기도,용인시,,,용인시,C:\Users\user\Documents\GitHub\studynavi\경기과외\용인시과외\index.html,high,true,정상
region,경기도,용인시,남동,,남동,C:\Users\user\Documents\GitHub\studynavi\경기과외\용인시과외\경기남동과외\index.html,high,true,정상
region,경기도,용인시,동천동,,동천동,C:\Users\user\Documents\GitHub\studynavi\경기과외\용인시과외\경기동천동과외\index.html,high,true,정상
region,경기도,용인시,신봉동,,신봉동,C:\Users\user\Documents\GitHub\studynavi\경기과외\용인시과외\경기신봉동과외\index.html,high,true,정상
region,경기도,용인시,용동,,용동,C:\Users\user\Documents\GitHub\studynavi\경기과외\용인시과외\경기용동과외\index.html,high,true,정상
region,경기도,용인시,고림동,,고림동,C:\Users\user\Documents\GitHub\studynavi\경기과외\용인시과외\고림동과외\index.html,high,true,정상
region,경기도,용인시,구갈동,,구갈동,C:\Users\user\Documents\GitHub\studynavi\경기과외\용인시과외\구갈동과외\index.html,high,true,정상
region,경기도,용인시,김량장동,,김량장동,C:\Users\user\Documents\GitHub\studynavi\경기과외\용인시과외\김량장동과외\index.html,high,true,정상
region,경기도,용인시,농서동,,농서동,C:\Users\user\Documents\GitHub\studynavi\경기과외\용인시과외\농서동과외\index.html,high,true,정상
region,경기도,용인시,동백동,,동백동,C:\Users\user\Documents\GitHub\studynavi\경기과외\용인시과외\동백동과외\index.html,high,true,정상
region,경기도,용인시,마북동,,마북동,C:\Users\user\Documents\GitHub\studynavi\경기과외\용인시과외\마북동과외\index.html,high,true,정상
region,경기도,용인시,보라동,,보라동,C:\Users\user\Documents\GitHub\studynavi\경기과외\용인시과외\보라동과외\index.html,high,true,정상
region,경기도,용인시,보정동,,보정동,C:\Users\user\Documents\GitHub\studynavi\경기과외\용인시과외\보정동과외\index.html,high,true,정상
region,경기도,용인시,상갈동,,상갈동,C:\Users\user\Documents\GitHub\studynavi\경기과외\용인시과외\상갈동과외\index.html,high,true,정상
region,경기도,용인시,상하동,,상하동,C:\Users\user\Documents\GitHub\studynavi\경기과외\용인시과외\상하동과외\index.html,high,true,정상
region,경기도,용인시,상현동,,상현동,C:\Users\user\Documents\GitHub\studynavi\경기과외\용인시과외\상현동과외\index.html,high,true,정상
region,경기도,용인시,서천동,,서천동,C:\Users\user\Documents\GitHub\studynavi\경기과외\용인시과외\서천동과외\index.html,high,true,정상
region,경기도,용인시,성복동,,성복동,C:\Users\user\Documents\GitHub\studynavi\경기과외\용인시과외\성복동과외\index.html,high,true,정상
region,경기도,용인시,신갈동,,신갈동,C:\Users\user\Documents\GitHub\studynavi\경기과외\용인시과외\신갈동과외\index.html,high,true,정상
region,경기도,용인시,언남동,,언남동,C:\Users\user\Documents\GitHub\studynavi\경기과외\용인시과외\언남동과외\index.html,high,true,정상
region,경기도,용인시,역북동,,역북동,C:\Users\user\Documents\GitHub\studynavi\경기과외\용인시과외\역북동과외\index.html,high,true,정상
region,경기도,용인시,영덕동,,영덕동,C:\Users\user\Documents\GitHub\studynavi\경기과외\용인시과외\영덕동과외\index.html,high,true,정상
region,경기도,용인시,용인시내동,,용인시내동,C:\Users\user\Documents\GitHub\studynavi\경기과외\용인시과외\용인시내동과외\index.html,high,true,정상
region,경기도,용인시,용인시수학,,용인시수학,C:\Users\user\Documents\GitHub\studynavi\경기과외\용인시과외\용인시수학과외\index.html,high,true,정상
region,경기도,용인시,용인시영어,,용인시영어,C:\Users\user\Documents\GitHub\studynavi\경기과외\용인시과외\용인시영어과외\index.html,high,true,정상
region,경기도,용인시,용인시이동,,용인시이동,C:\Users\user\Documents\GitHub\studynavi\경기과외\용인시과외\용인시이동과외\index.html,high,true,정상
region,경기도,용인시,용인시중동,,용인시중동,C:\Users\user\Documents\GitHub\studynavi\경기과외\용인시과외\용인시중동과외\index.html,high,true,정상
region,경기도,용인시,죽전동,,죽전동,C:\Users\user\Documents\GitHub\studynavi\경기과외\용인시과외\죽전동과외\index.html,high,true,정상
region,경기도,용인시,청덕동,,청덕동,C:\Users\user\Documents\GitHub\studynavi\경기과외\용인시과외\청덕동과외\index.html,high,true,정상
region,경기도,용인시,풍덕천동,,풍덕천동,C:\Users\user\Documents\GitHub\studynavi\경기과외\용인시과외\풍덕천동과외\index.html,high,true,정상
region,경기도,의왕시,,,의왕시,C:\Users\user\Documents\GitHub\studynavi\경기과외\의왕시과외\index.html,high,true,정상
region,경기도,의왕시,삼동,,삼동,C:\Users\user\Documents\GitHub\studynavi\경기과외\의왕시과외\경기삼동과외\index.html,high,true,정상
region,경기도,의왕시,고천동,,고천동,C:\Users\user\Documents\GitHub\studynavi\경기과외\의왕시과외\고천동과외\index.html,high,true,정상
region,경기도,의왕시,내손동,,내손동,C:\Users\user\Documents\GitHub\studynavi\경기과외\의왕시과외\내손동과외\index.html,high,true,정상
region,경기도,의왕시,오전동,,오전동,C:\Users\user\Documents\GitHub\studynavi\경기과외\의왕시과외\오전동과외\index.html,high,true,정상
region,경기도,의왕시,월암동,,월암동,C:\Users\user\Documents\GitHub\studynavi\경기과외\의왕시과외\월암동과외\index.html,high,true,정상
region,경기도,의왕시,의왕시수학,,의왕시수학,C:\Users\user\Documents\GitHub\studynavi\경기과외\의왕시과외\의왕시수학과외\index.html,high,true,정상
region,경기도,의왕시,의왕시영어,,의왕시영어,C:\Users\user\Documents\GitHub\studynavi\경기과외\의왕시과외\의왕시영어과외\index.html,high,true,정상
region,경기도,의왕시,의왕시청계동,,의왕시청계동,C:\Users\user\Documents\GitHub\studynavi\경기과외\의왕시과외\의왕시청계동과외\index.html,high,true,정상
region,경기도,의왕시,포일동,,포일동,C:\Users\user\Documents\GitHub\studynavi\경기과외\의왕시과외\포일동과외\index.html,high,true,정상
region,경기도,의정부시,,,의정부시,C:\Users\user\Documents\GitHub\studynavi\경기과외\의정부시과외\index.html,high,true,정상
region,경기도,의정부시,가능동,,가능동,C:\Users\user\Documents\GitHub\studynavi\경기과외\의정부시과외\가능동과외\index.html,high,true,정상
region,경기도,의정부시,낙양동,,낙양동,C:\Users\user\Documents\GitHub\studynavi\경기과외\의정부시과외\경기낙양동과외\index.html,high,true,정상
region,경기도,의정부시,용현동,,용현동,C:\Users\user\Documents\GitHub\studynavi\경기과외\의정부시과외\경기용현동과외\index.html,high,true,정상
region,경기도,의정부시,고산동,,고산동,C:\Users\user\Documents\GitHub\studynavi\경기과외\의정부시과외\고산동과외\index.html,high,true,정상
region,경기도,의정부시,금오동,,금오동,C:\Users\user\Documents\GitHub\studynavi\경기과외\의정부시과외\금오동과외\index.html,high,true,정상
region,경기도,의정부시,녹양동,,녹양동,C:\Users\user\Documents\GitHub\studynavi\경기과외\의정부시과외\녹양동과외\index.html,high,true,정상
region,경기도,의정부시,민락동,,민락동,C:\Users\user\Documents\GitHub\studynavi\경기과외\의정부시과외\민락동과외\index.html,high,true,정상
region,경기도,의정부시,신곡동,,신곡동,C:\Users\user\Documents\GitHub\studynavi\경기과외\의정부시과외\신곡동과외\index.html,high,true,정상
region,경기도,의정부시,의정부동,,의정부동,C:\Users\user\Documents\GitHub\studynavi\경기과외\의정부시과외\의정부동과외\index.html,high,true,정상
region,경기도,의정부시,의정부시수학,,의정부시수학,C:\Users\user\Documents\GitHub\studynavi\경기과외\의정부시과외\의정부시수학과외\index.html,high,true,정상
region,경기도,의정부시,의정부시영어,,의정부시영어,C:\Users\user\Documents\GitHub\studynavi\경기과외\의정부시과외\의정부시영어과외\index.html,high,true,정상
region,경기도,의정부시,장암동,,장암동,C:\Users\user\Documents\GitHub\studynavi\경기과외\의정부시과외\장암동과외\index.html,high,true,정상
region,경기도,의정부시,호원동,,호원동,C:\Users\user\Documents\GitHub\studynavi\경기과외\의정부시과외\호원동과외\index.html,high,true,정상
region,경기도,이천시,,,이천시,C:\Users\user\Documents\GitHub\studynavi\경기과외\이천시과외\index.html,high,true,정상
region,경기도,이천시,갈산동,,갈산동,C:\Users\user\Documents\GitHub\studynavi\경기과외\이천시과외\경기갈산동과외\index.html,high,true,정상
region,경기도,이천시,관고동,,관고동,C:\Users\user\Documents\GitHub\studynavi\경기과외\이천시과외\관고동과외\index.html,high,true,정상
region,경기도,이천시,사음동,,사음동,C:\Users\user\Documents\GitHub\studynavi\경기과외\이천시과외\사음동과외\index.html,high,true,정상
region,경기도,이천시,이천사동,,이천사동,C:\Users\user\Documents\GitHub\studynavi\경기과외\이천시과외\이천사동과외\index.html,high,true,정상
region,경기도,이천시,이천시서동,,이천시서동,C:\Users\user\Documents\GitHub\studynavi\경기과외\이천시과외\이천시서동과외\index.html,high,true,정상
region,경기도,이천시,이천시송정동,,이천시송정동,C:\Users\user\Documents\GitHub\studynavi\경기과외\이천시과외\이천시송정동과외\index.html,high,true,정상
region,경기도,이천시,이천시수학,,이천시수학,C:\Users\user\Documents\GitHub\studynavi\경기과외\이천시과외\이천시수학과외\index.html,high,true,정상
region,경기도,이천시,이천시안흥동,,이천시안흥동,C:\Users\user\Documents\GitHub\studynavi\경기과외\이천시과외\이천시안흥동과외\index.html,high,true,정상
region,경기도,이천시,이천시영어,,이천시영어,C:\Users\user\Documents\GitHub\studynavi\경기과외\이천시과외\이천시영어과외\index.html,high,true,정상
region,경기도,이천시,증포동,,증포동,C:\Users\user\Documents\GitHub\studynavi\경기과외\이천시과외\증포동과외\index.html,high,true,정상
region,경기도,이천시,창전동,,창전동,C:\Users\user\Documents\GitHub\studynavi\경기과외\이천시과외\창전동과외\index.html,high,true,정상
region,경기도,파주시,,,파주시,C:\Users\user\Documents\GitHub\studynavi\경기과외\파주시과외\index.html,high,true,정상
region,경기도,파주시,금릉동,,금릉동,C:\Users\user\Documents\GitHub\studynavi\경기과외\파주시과외\금릉동과외\index.html,high,true,정상
region,경기도,파주시,금촌동,,금촌동,C:\Users\user\Documents\GitHub\studynavi\경기과외\파주시과외\금촌동과외\index.html,high,true,정상
region,경기도,파주시,다율동,,다율동,C:\Users\user\Documents\GitHub\studynavi\경기과외\파주시과외\다율동과외\index.html,high,true,정상
region,경기도,파주시,동패동,,동패동,C:\Users\user\Documents\GitHub\studynavi\경기과외\파주시과외\동패동과외\index.html,high,true,정상
region,경기도,파주시,목동동,,목동동,C:\Users\user\Documents\GitHub\studynavi\경기과외\파주시과외\목동동과외\index.html,high,true,정상
region,경기도,파주시,문산동,,문산동,C:\Users\user\Documents\GitHub\studynavi\경기과외\파주시과외\문산동과외\index.html,high,true,정상
region,경기도,파주시,야당동,,야당동,C:\Users\user\Documents\GitHub\studynavi\경기과외\파주시과외\야당동과외\index.html,high,true,정상
region,경기도,파주시,야동동,,야동동,C:\Users\user\Documents\GitHub\studynavi\경기과외\파주시과외\야동동과외\index.html,high,true,정상
region,경기도,파주시,와동동,,와동동,C:\Users\user\Documents\GitHub\studynavi\경기과외\파주시과외\와동동과외\index.html,high,true,정상
region,경기도,파주시,파주시당동,,파주시당동,C:\Users\user\Documents\GitHub\studynavi\경기과외\파주시과외\파주시당동과외\index.html,high,true,정상
region,경기도,파주시,파주시수학,,파주시수학,C:\Users\user\Documents\GitHub\studynavi\경기과외\파주시과외\파주시수학과외\index.html,high,true,정상
region,경기도,파주시,파주시영어,,파주시영어,C:\Users\user\Documents\GitHub\studynavi\경기과외\파주시과외\파주시영어과외\index.html,high,true,정상
region,경기도,평택시,,,평택시,C:\Users\user\Documents\GitHub\studynavi\경기과외\평택시과외\index.html,high,true,정상
region,경기도,평택시,고덕동,,고덕동,C:\Users\user\Documents\GitHub\studynavi\경기과외\평택시과외\경기고덕동과외\index.html,high,true,정상
region,경기도,평택시,장안동,,장안동,C:\Users\user\Documents\GitHub\studynavi\경기과외\평택시과외\경기장안동과외\index.html,high,true,정상
region,경기도,평택시,지산동,,지산동,C:\Users\user\Documents\GitHub\studynavi\경기과외\평택시과외\경기지산동과외\index.html,high,true,정상
region,경기도,평택시,동삭동,,동삭동,C:\Users\user\Documents\GitHub\studynavi\경기과외\평택시과외\동삭동과외\index.html,high,true,정상
region,경기도,평택시,비전동,,비전동,C:\Users\user\Documents\GitHub\studynavi\경기과외\평택시과외\비전동과외\index.html,high,true,정상
region,경기도,평택시,서정동,,서정동,C:\Users\user\Documents\GitHub\studynavi\경기과외\평택시과외\서정동과외\index.html,high,true,정상
region,경기도,평택시,용이동,,용이동,C:\Users\user\Documents\GitHub\studynavi\경기과외\평택시과외\용이동과외\index.html,high,true,정상
region,경기도,평택시,이충동,,이충동,C:\Users\user\Documents\GitHub\studynavi\경기과외\평택시과외\이충동과외\index.html,high,true,정상
region,경기도,평택시,장당동,,장당동,C:\Users\user\Documents\GitHub\studynavi\경기과외\평택시과외\장당동과외\index.html,high,true,정상
region,경기도,평택시,죽백동,,죽백동,C:\Users\user\Documents\GitHub\studynavi\경기과외\평택시과외\죽백동과외\index.html,high,true,정상
region,경기도,평택시,평택시서동,,평택시서동,C:\Users\user\Documents\GitHub\studynavi\경기과외\평택시과외\평택시서동과외\index.html,high,true,정상
region,경기도,평택시,평택시세교동,,평택시세교동,C:\Users\user\Documents\GitHub\studynavi\경기과외\평택시과외\평택시세교동과외\index.html,high,true,정상
region,경기도,평택시,평택시수학,,평택시수학,C:\Users\user\Documents\GitHub\studynavi\경기과외\평택시과외\평택시수학과외\index.html,high,true,정상
region,경기도,평택시,평택시신장동,,평택시신장동,C:\Users\user\Documents\GitHub\studynavi\경기과외\평택시과외\평택시신장동과외\index.html,high,true,정상
region,경기도,평택시,평택시영어,,평택시영어,C:\Users\user\Documents\GitHub\studynavi\경기과외\평택시과외\평택시영어과외\index.html,high,true,정상
region,경기도,포천시,,,포천시,C:\Users\user\Documents\GitHub\studynavi\경기과외\포천시과외\index.html,high,true,정상
region,경기도,포천시,신읍동,,신읍동,C:\Users\user\Documents\GitHub\studynavi\경기과외\포천시과외\신읍동과외\index.html,high,true,정상
region,경기도,포천시,포천시수학,,포천시수학,C:\Users\user\Documents\GitHub\studynavi\경기과외\포천시과외\포천시수학과외\index.html,high,true,정상
region,경기도,포천시,포천시영어,,포천시영어,C:\Users\user\Documents\GitHub\studynavi\경기과외\포천시과외\포천시영어과외\index.html,high,true,정상
region,경기도,포천시,포천시이동,,포천시이동,C:\Users\user\Documents\GitHub\studynavi\경기과외\포천시과외\포천시이동과외\index.html,high,true,정상
region,경기도,포천시,포천시일동,,포천시일동,C:\Users\user\Documents\GitHub\studynavi\경기과외\포천시과외\포천시일동과외\index.html,high,true,정상
region,경기도,하남시,,,하남시,C:\Users\user\Documents\GitHub\studynavi\경기과외\하남시과외\index.html,high,true,정상
region,경기도,하남시,감이동,,감이동,C:\Users\user\Documents\GitHub\studynavi\경기과외\하남시과외\감이동과외\index.html,high,true,정상
region,경기도,하남시,감일동,,감일동,C:\Users\user\Documents\GitHub\studynavi\경기과외\하남시과외\감일동과외\index.html,high,true,정상
region,경기도,하남시,덕풍동,,덕풍동,C:\Users\user\Documents\GitHub\studynavi\경기과외\하남시과외\덕풍동과외\index.html,high,true,정상
region,경기도,하남시,망월동,,망월동,C:\Users\user\Documents\GitHub\studynavi\경기과외\하남시과외\망월동과외\index.html,high,true,정상
region,경기도,하남시,선동,,선동,C:\Users\user\Documents\GitHub\studynavi\경기과외\하남시과외\선동과외\index.html,high,true,정상
region,경기도,하남시,창우동,,창우동,C:\Users\user\Documents\GitHub\studynavi\경기과외\하남시과외\창우동과외\index.html,high,true,정상
region,경기도,하남시,하남시수학,,하남시수학,C:\Users\user\Documents\GitHub\studynavi\경기과외\하남시과외\하남시수학과외\index.html,high,true,정상
region,경기도,하남시,하남시신장동,,하남시신장동,C:\Users\user\Documents\GitHub\studynavi\경기과외\하남시과외\하남시신장동과외\index.html,high,true,정상
region,경기도,하남시,하남시영어,,하남시영어,C:\Users\user\Documents\GitHub\studynavi\경기과외\하남시과외\하남시영어과외\index.html,high,true,정상
region,경기도,하남시,학암동,,학암동,C:\Users\user\Documents\GitHub\studynavi\경기과외\하남시과외\학암동과외\index.html,high,true,정상
region,경기도,화성시,,,화성시,C:\Users\user\Documents\GitHub\studynavi\경기과외\화성시과외\index.html,high,true,정상
region,경기도,화성시,목동,,목동,C:\Users\user\Documents\GitHub\studynavi\경기과외\화성시과외\경기목동과외\index.html,high,true,정상
region,경기도,화성시,반송동,,반송동,C:\Users\user\Documents\GitHub\studynavi\경기과외\화성시과외\경기반송동과외\index.html,high,true,정상
region,경기도,화성시,송동,,송동,C:\Users\user\Documents\GitHub\studynavi\경기과외\화성시과외\경기송동과외\index.html,high,true,정상
region,경기도,화성시,신동,,신동,C:\Users\user\Documents\GitHub\studynavi\경기과외\화성시과외\경기신동과외\index.html,high,true,정상
region,경기도,화성시,기산동,,기산동,C:\Users\user\Documents\GitHub\studynavi\경기과외\화성시과외\기산동과외\index.html,high,true,정상
region,경기도,화성시,기아자동,,기아자동,C:\Users\user\Documents\GitHub\studynavi\경기과외\화성시과외\기아자동과외\index.html,high,true,정상
region,경기도,화성시,기안동,,기안동,C:\Users\user\Documents\GitHub\studynavi\경기과외\화성시과외\기안동과외\index.html,high,true,정상
region,경기도,화성시,능동,,능동,C:\Users\user\Documents\GitHub\studynavi\경기과외\화성시과외\능동과외\index.html,high,true,정상
region,경기도,화성시,반월동,,반월동,C:\Users\user\Documents\GitHub\studynavi\경기과외\화성시과외\반월동과외\index.html,high,true,정상
region,경기도,화성시,병점동,,병점동,C:\Users\user\Documents\GitHub\studynavi\경기과외\화성시과외\병점동과외\index.html,high,true,정상
region,경기도,화성시,산척동,,산척동,C:\Users\user\Documents\GitHub\studynavi\경기과외\화성시과외\산척동과외\index.html,high,true,정상
region,경기도,화성시,새솔동,,새솔동,C:\Users\user\Documents\GitHub\studynavi\경기과외\화성시과외\새솔동과외\index.html,high,true,정상
region,경기도,화성시,석우동,,석우동,C:\Users\user\Documents\GitHub\studynavi\경기과외\화성시과외\석우동과외\index.html,high,true,정상
region,경기도,화성시,송산동,,송산동,C:\Users\user\Documents\GitHub\studynavi\경기과외\화성시과외\송산동과외\index.html,high,true,정상
region,경기도,화성시,영천동,,영천동,C:\Users\user\Documents\GitHub\studynavi\경기과외\화성시과외\영천동과외\index.html,high,true,정상
region,경기도,화성시,진안동,,진안동,C:\Users\user\Documents\GitHub\studynavi\경기과외\화성시과외\진안동과외\index.html,high,true,정상
region,경기도,화성시,행정동,,행정동,C:\Users\user\Documents\GitHub\studynavi\경기과외\화성시과외\행정동과외\index.html,high,true,정상
region,경기도,화성시,화성동,,화성동,C:\Users\user\Documents\GitHub\studynavi\경기과외\화성시과외\화성동과외\index.html,high,true,정상
region,경기도,화성시,화성시수학,,화성시수학,C:\Users\user\Documents\GitHub\studynavi\경기과외\화성시과외\화성시수학과외\index.html,high,true,정상
region,경기도,화성시,화성시영어,,화성시영어,C:\Users\user\Documents\GitHub\studynavi\경기과외\화성시과외\화성시영어과외\index.html,high,true,정상
region,경기도,화성시,화성시오산동,,화성시오산동,C:\Users\user\Documents\GitHub\studynavi\경기과외\화성시과외\화성시오산동과외\index.html,high,true,정상
region,경기도,화성시,화성시장지동,,화성시장지동,C:\Users\user\Documents\GitHub\studynavi\경기과외\화성시과외\화성시장지동과외\index.html,high,true,정상
region,경기도,화성시,화성시청계동,,화성시청계동,C:\Users\user\Documents\GitHub\studynavi\경기과외\화성시과외\화성시청계동과외\index.html,high,true,정상
region,경상남도,,,,경상남도,C:\Users\user\Documents\GitHub\studynavi\경남과외\index.html,high,true,정상
region,경상남도,거제시,,,거제시,C:\Users\user\Documents\GitHub\studynavi\경남과외\거제시과외\index.html,high,true,정상
region,경상남도,거제시,거제시수학,,거제시수학,C:\Users\user\Documents\GitHub\studynavi\경남과외\거제시과외\거제시수학과외\index.html,high,true,정상
region,경상남도,거제시,거제시영어,,거제시영어,C:\Users\user\Documents\GitHub\studynavi\경남과외\거제시과외\거제시영어과외\index.html,high,true,정상
region,경상남도,거제시,고현동,,고현동,C:\Users\user\Documents\GitHub\studynavi\경남과외\거제시과외\고현동과외\index.html,high,true,정상
region,경상남도,거제시,문동동,,문동동,C:\Users\user\Documents\GitHub\studynavi\경남과외\거제시과외\문동동과외\index.html,high,true,정상
region,경상남도,거제시,수월동,,수월동,C:\Users\user\Documents\GitHub\studynavi\경남과외\거제시과외\수월동과외\index.html,high,true,정상
