page_type,시도,시군구,읍면동,리,지역표시명,source_html,confidence,is_valid,validation_note
region,대구광역시,북구,사수동,,사수동,C:\Users\user\Documents\GitHub\studynavi\대구과외\북구과외\사수동과외\index.html,high,true,정상
region,대구광역시,북구,산격동,,산격동,C:\Users\user\Documents\GitHub\studynavi\대구과외\북구과외\산격동과외\index.html,high,true,정상
region,대구광역시,북구,서변동,,서변동,C:\Users\user\Documents\GitHub\studynavi\대구과외\북구과외\서변동과외\index.html,high,true,정상
region,대구광역시,북구,칠성동,,칠성동,C:\Users\user\Documents\GitHub\studynavi\대구과외\북구과외\칠성동과외\index.html,high,true,정상
region,대구광역시,북구,침산동,,침산동,C:\Users\user\Documents\GitHub\studynavi\대구과외\북구과외\침산동과외\index.html,high,true,정상
region,대구광역시,북구,팔달동,,팔달동,C:\Users\user\Documents\GitHub\studynavi\대구과외\북구과외\팔달동과외\index.html,high,true,정상
region,대구광역시,서구,,,서구,C:\Users\user\Documents\GitHub\studynavi\대구과외\서구과외\index.html,high,true,정상
region,대구광역시,서구,내당동,,내당동,C:\Users\user\Documents\GitHub\studynavi\대구과외\서구과외\내당동과외\index.html,high,true,정상
region,대구광역시,서구,비산동,,비산동,C:\Users\user\Documents\GitHub\studynavi\대구과외\서구과외\대구비산동과외\index.html,high,true,정상
region,대구광역시,서구,중리동,,중리동,C:\Users\user\Documents\GitHub\studynavi\대구과외\서구과외\대구중리동과외\index.html,high,true,정상
region,대구광역시,서구,상리동,,상리동,C:\Users\user\Documents\GitHub\studynavi\대구과외\서구과외\상리동과외\index.html,high,true,정상
region,대구광역시,서구,서구수학,,서구수학,C:\Users\user\Documents\GitHub\studynavi\대구과외\서구과외\서구수학과외\index.html,high,true,정상
region,대구광역시,서구,서구영어,,서구영어,C:\Users\user\Documents\GitHub\studynavi\대구과외\서구과외\서구영어과외\index.html,high,true,정상
region,대구광역시,서구,원대동,,원대동,C:\Users\user\Documents\GitHub\studynavi\대구과외\서구과외\원대동과외\index.html,high,true,정상
region,대구광역시,서구,평리동,,평리동,C:\Users\user\Documents\GitHub\studynavi\대구과외\서구과외\평리동과외\index.html,high,true,정상
region,대구광역시,수성구,,,수성구,C:\Users\user\Documents\GitHub\studynavi\대구과외\수성구과외\index.html,high,true,정상
region,대구광역시,수성구,노변동,,노변동,C:\Users\user\Documents\GitHub\studynavi\대구과외\수성구과외\노변동과외\index.html,high,true,정상
region,대구광역시,수성구,상동,,상동,C:\Users\user\Documents\GitHub\studynavi\대구과외\수성구과외\대구상동과외\index.html,high,true,정상
region,대구광역시,수성구,수성동,,수성동,C:\Users\user\Documents\GitHub\studynavi\대구과외\수성구과외\대구수성동과외\index.html,high,true,정상
region,대구광역시,수성구,지산동,,지산동,C:\Users\user\Documents\GitHub\studynavi\대구과외\수성구과외\대구지산동과외\index.html,high,true,정상
region,대구광역시,수성구,황금동,,황금동,C:\Users\user\Documents\GitHub\studynavi\대구과외\수성구과외\대구황금동과외\index.html,high,true,정상
region,대구광역시,수성구,만촌동,,만촌동,C:\Users\user\Documents\GitHub\studynavi\대구과외\수성구과외\만촌동과외\index.html,high,true,정상
region,대구광역시,수성구,매호동,,매호동,C:\Users\user\Documents\GitHub\studynavi\대구과외\수성구과외\매호동과외\index.html,high,true,정상
region,대구광역시,수성구,범물동,,범물동,C:\Users\user\Documents\GitHub\studynavi\대구과외\수성구과외\범물동과외\index.html,high,true,정상
region,대구광역시,수성구,범어동,,범어동,C:\Users\user\Documents\GitHub\studynavi\대구과외\수성구과외\범어동과외\index.html,high,true,정상
region,대구광역시,수성구,수성구수학,,수성구수학,C:\Users\user\Documents\GitHub\studynavi\대구과외\수성구과외\수성구수학과외\index.html,high,true,정상
region,대구광역시,수성구,수성구영어,,수성구영어,C:\Users\user\Documents\GitHub\studynavi\대구과외\수성구과외\수성구영어과외\index.html,high,true,정상
region,대구광역시,수성구,시지동,,시지동,C:\Users\user\Documents\GitHub\studynavi\대구과외\수성구과외\시지동과외\index.html,high,true,정상
region,대구광역시,수성구,신매동,,신매동,C:\Users\user\Documents\GitHub\studynavi\대구과외\수성구과외\신매동과외\index.html,high,true,정상
region,대구광역시,수성구,욱수동,,욱수동,C:\Users\user\Documents\GitHub\studynavi\대구과외\수성구과외\욱수동과외\index.html,high,true,정상
region,대구광역시,수성구,파동,,파동,C:\Users\user\Documents\GitHub\studynavi\대구과외\수성구과외\파동과외\index.html,high,true,정상
region,대구광역시,중구,,,중구,C:\Users\user\Documents\GitHub\studynavi\대구과외\중구과외\index.html,high,true,정상
region,대구광역시,중구,남산동,,남산동,C:\Users\user\Documents\GitHub\studynavi\대구과외\중구과외\대구남산동과외\index.html,high,true,정상
region,대구광역시,중구,대신동,,대신동,C:\Users\user\Documents\GitHub\studynavi\대구과외\중구과외\대구대신동과외\index.html,high,true,정상
region,대구광역시,중구,동산동,,동산동,C:\Users\user\Documents\GitHub\studynavi\대구과외\중구과외\대구동산동과외\index.html,high,true,정상
region,대구광역시,중구,대봉동,,대봉동,C:\Users\user\Documents\GitHub\studynavi\대구과외\중구과외\대봉동과외\index.html,high,true,정상
region,대구광역시,중구,봉산동,,봉산동,C:\Users\user\Documents\GitHub\studynavi\대구과외\중구과외\봉산동과외\index.html,high,true,정상
region,대구광역시,중구,중구수학,,중구수학,C:\Users\user\Documents\GitHub\studynavi\대구과외\중구과외\중구수학과외\index.html,high,true,정상
region,대구광역시,중구,중구영어,,중구영어,C:\Users\user\Documents\GitHub\studynavi\대구과외\중구과외\중구영어과외\index.html,high,true,정상
region,대전광역시,,,,대전광역시,C:\Users\user\Documents\GitHub\studynavi\대전과외\index.html,high,true,정상
region,대전광역시,대덕구,,,대덕구,C:\Users\user\Documents\GitHub\studynavi\대전과외\대덕구과외\index.html,high,true,정상
region,대전광역시,대덕구,대덕구수학,,대덕구수학,C:\Users\user\Documents\GitHub\studynavi\대전과외\대덕구과외\대덕구수학과외\index.html,high,true,정상
region,대전광역시,대덕구,대덕구영어,,대덕구영어,C:\Users\user\Documents\GitHub\studynavi\대전과외\대덕구과외\대덕구영어과외\index.html,high,true,정상
region,대전광역시,대덕구,오정동,,오정동,C:\Users\user\Documents\GitHub\studynavi\대전과외\대덕구과외\대전오정동과외\index.html,high,true,정상
region,대전광역시,대덕구,와동,,와동,C:\Users\user\Documents\GitHub\studynavi\대전과외\대덕구과외\대전와동과외\index.html,high,true,정상
region,대전광역시,대덕구,중리동,,중리동,C:\Users\user\Documents\GitHub\studynavi\대전과외\대덕구과외\대전중리동과외\index.html,high,true,정상
region,대전광역시,대덕구,덕암동,,덕암동,C:\Users\user\Documents\GitHub\studynavi\대전과외\대덕구과외\덕암동과외\index.html,high,true,정상
region,대전광역시,대덕구,법동,,법동,C:\Users\user\Documents\GitHub\studynavi\대전과외\대덕구과외\법동과외\index.html,high,true,정상
region,대전광역시,대덕구,석봉동,,석봉동,C:\Users\user\Documents\GitHub\studynavi\대전과외\대덕구과외\석봉동과외\index.html,high,true,정상
region,대전광역시,대덕구,송촌동,,송촌동,C:\Users\user\Documents\GitHub\studynavi\대전과외\대덕구과외\송촌동과외\index.html,high,true,정상
region,대전광역시,대덕구,신탄진동,,신탄진동,C:\Users\user\Documents\GitHub\studynavi\대전과외\대덕구과외\신탄진동과외\index.html,high,true,정상
region,대전광역시,대전고등,,,대전고등,C:\Users\user\Documents\GitHub\studynavi\대전과외\대전고등과외\index.html,high,true,정상
region,대전광역시,대전수학,,,대전수학,C:\Users\user\Documents\GitHub\studynavi\대전과외\대전수학과외\index.html,high,true,정상
region,대전광역시,대전수학,대전고등수학,,대전고등수학,C:\Users\user\Documents\GitHub\studynavi\대전과외\대전수학과외\대전고등수학과외\index.html,high,true,정상
region,대전광역시,대전수학,대전중등수학,,대전중등수학,C:\Users\user\Documents\GitHub\studynavi\대전과외\대전수학과외\대전중등수학과외\index.html,high,true,정상
region,대전광역시,대전수학,대전초등수학,,대전초등수학,C:\Users\user\Documents\GitHub\studynavi\대전과외\대전수학과외\대전초등수학과외\index.html,high,true,정상
region,대전광역시,대전영어,,,대전영어,C:\Users\user\Documents\GitHub\studynavi\대전과외\대전영어과외\index.html,high,true,정상
region,대전광역시,대전영어,대전고등영어,,대전고등영어,C:\Users\user\Documents\GitHub\studynavi\대전과외\대전영어과외\대전고등영어과외\index.html,high,true,정상
region,대전광역시,대전영어,대전중등영어,,대전중등영어,C:\Users\user\Documents\GitHub\studynavi\대전과외\대전영어과외\대전중등영어과외\index.html,high,true,정상
region,대전광역시,대전영어,대전초등영어,,대전초등영어,C:\Users\user\Documents\GitHub\studynavi\대전과외\대전영어과외\대전초등영어과외\index.html,high,true,정상
region,대전광역시,대전중등,,,대전중등,C:\Users\user\Documents\GitHub\studynavi\대전과외\대전중등과외\index.html,high,true,정상
region,대전광역시,대전초등,,,대전초등,C:\Users\user\Documents\GitHub\studynavi\대전과외\대전초등과외\index.html,high,true,정상
region,대전광역시,동구,,,동구,C:\Users\user\Documents\GitHub\studynavi\대전과외\동구과외\index.html,high,true,정상
region,대전광역시,동구,가오동,,가오동,C:\Users\user\Documents\GitHub\studynavi\대전과외\동구과외\가오동과외\index.html,high,true,정상
region,대전광역시,동구,가양동,,가양동,C:\Users\user\Documents\GitHub\studynavi\대전과외\동구과외\대전가양동과외\index.html,high,true,정상
region,대전광역시,동구,대동,,대동,C:\Users\user\Documents\GitHub\studynavi\대전과외\동구과외\대전대동과외\index.html,high,true,정상
region,대전광역시,동구,대성동,,대성동,C:\Users\user\Documents\GitHub\studynavi\대전과외\동구과외\대전대성동과외\index.html,high,true,정상
region,대전광역시,동구,삼성동,,삼성동,C:\Users\user\Documents\GitHub\studynavi\대전과외\동구과외\대전삼성동과외\index.html,high,true,정상
region,대전광역시,동구,신흥동,,신흥동,C:\Users\user\Documents\GitHub\studynavi\대전과외\동구과외\대전신흥동과외\index.html,high,true,정상
region,대전광역시,동구,자양동,,자양동,C:\Users\user\Documents\GitHub\studynavi\대전과외\동구과외\대전자양동과외\index.html,high,true,정상
region,대전광역시,동구,동구수학,,동구수학,C:\Users\user\Documents\GitHub\studynavi\대전과외\동구과외\동구수학과외\index.html,high,true,정상
region,대전광역시,동구,동구영어,,동구영어,C:\Users\user\Documents\GitHub\studynavi\대전과외\동구과외\동구영어과외\index.html,high,true,정상
region,대전광역시,동구,비룡동,,비룡동,C:\Users\user\Documents\GitHub\studynavi\대전과외\동구과외\비룡동과외\index.html,high,true,정상
region,대전광역시,동구,용운동,,용운동,C:\Users\user\Documents\GitHub\studynavi\대전과외\동구과외\용운동과외\index.html,high,true,정상
region,대전광역시,동구,판암동,,판암동,C:\Users\user\Documents\GitHub\studynavi\대전과외\동구과외\판암동과외\index.html,high,true,정상
region,대전광역시,서구,,,서구,C:\Users\user\Documents\GitHub\studynavi\대전과외\서구과외\index.html,high,true,정상
region,대전광역시,서구,가수원동,,가수원동,C:\Users\user\Documents\GitHub\studynavi\대전과외\서구과외\가수원동과외\index.html,high,true,정상
region,대전광역시,서구,갈마동,,갈마동,C:\Users\user\Documents\GitHub\studynavi\대전과외\서구과외\갈마동과외\index.html,high,true,정상
region,대전광역시,서구,관저동,,관저동,C:\Users\user\Documents\GitHub\studynavi\대전과외\서구과외\관저동과외\index.html,high,true,정상
region,대전광역시,서구,괴곡동,,괴곡동,C:\Users\user\Documents\GitHub\studynavi\대전과외\서구과외\괴곡동과외\index.html,high,true,정상
region,대전광역시,서구,괴정동,,괴정동,C:\Users\user\Documents\GitHub\studynavi\대전과외\서구과외\대전괴정동과외\index.html,high,true,정상
region,대전광역시,서구,내동,,내동,C:\Users\user\Documents\GitHub\studynavi\대전과외\서구과외\대전내동과외\index.html,high,true,정상
region,대전광역시,서구,월평동,,월평동,C:\Users\user\Documents\GitHub\studynavi\대전과외\서구과외\대전월평동과외\index.html,high,true,정상
region,대전광역시,서구,흑석동,,흑석동,C:\Users\user\Documents\GitHub\studynavi\대전과외\서구과외\대전흑석동과외\index.html,high,true,정상
region,대전광역시,서구,도마동,,도마동,C:\Users\user\Documents\GitHub\studynavi\대전과외\서구과외\도마동과외\index.html,high,true,정상
region,대전광역시,서구,도안동,,도안동,C:\Users\user\Documents\GitHub\studynavi\대전과외\서구과외\도안동과외\index.html,high,true,정상
region,대전광역시,서구,둔산동,,둔산동,C:\Users\user\Documents\GitHub\studynavi\대전과외\서구과외\둔산동과외\index.html,high,true,정상
region,대전광역시,서구,만년동,,만년동,C:\Users\user\Documents\GitHub\studynavi\대전과외\서구과외\만년동과외\index.html,high,true,정상
region,대전광역시,서구,변동,,변동,C:\Users\user\Documents\GitHub\studynavi\대전과외\서구과외\변동과외\index.html,high,true,정상
region,대전광역시,서구,복수동,,복수동,C:\Users\user\Documents\GitHub\studynavi\대전과외\서구과외\복수동과외\index.html,high,true,정상
region,대전광역시,서구,서구수학,,서구수학,C:\Users\user\Documents\GitHub\studynavi\대전과외\서구과외\서구수학과외\index.html,high,true,정상
region,대전광역시,서구,서구영어,,서구영어,C:\Users\user\Documents\GitHub\studynavi\대전과외\서구과외\서구영어과외\index.html,high,true,정상
region,대전광역시,유성구,,,유성구,C:\Users\user\Documents\GitHub\studynavi\대전과외\유성구과외\index.html,high,true,정상
region,대전광역시,유성구,관평동,,관평동,C:\Users\user\Documents\GitHub\studynavi\대전과외\유성구과외\관평동과외\index.html,high,true,정상
region,대전광역시,유성구,구성동,,구성동,C:\Users\user\Documents\GitHub\studynavi\대전과외\유성구과외\구성동과외\index.html,high,true,정상
region,대전광역시,유성구,노은동,,노은동,C:\Users\user\Documents\GitHub\studynavi\대전과외\유성구과외\노은동과외\index.html,high,true,정상
region,대전광역시,유성구,가정동,,가정동,C:\Users\user\Documents\GitHub\studynavi\대전과외\유성구과외\대전가정동과외\index.html,high,true,정상
region,대전광역시,유성구,구암동,,구암동,C:\Users\user\Documents\GitHub\studynavi\대전과외\유성구과외\대전구암동과외\index.html,high,true,정상
region,대전광역시,유성구,봉명동,,봉명동,C:\Users\user\Documents\GitHub\studynavi\대전과외\유성구과외\대전봉명동과외\index.html,high,true,정상
region,대전광역시,유성구,신봉동,,신봉동,C:\Users\user\Documents\GitHub\studynavi\대전과외\유성구과외\대전신봉동과외\index.html,high,true,정상
region,대전광역시,유성구,신성동,,신성동,C:\Users\user\Documents\GitHub\studynavi\대전과외\유성구과외\대전신성동과외\index.html,high,true,정상
region,대전광역시,유성구,용산동,,용산동,C:\Users\user\Documents\GitHub\studynavi\대전과외\유성구과외\대전용산동과외\index.html,high,true,정상
region,대전광역시,유성구,덕명동,,덕명동,C:\Users\user\Documents\GitHub\studynavi\대전과외\유성구과외\덕명동과외\index.html,high,true,정상
region,대전광역시,유성구,도룡동,,도룡동,C:\Users\user\Documents\GitHub\studynavi\대전과외\유성구과외\도룡동과외\index.html,high,true,정상
region,대전광역시,유성구,둔곡동,,둔곡동,C:\Users\user\Documents\GitHub\studynavi\대전과외\유성구과외\둔곡동과외\index.html,high,true,정상
region,대전광역시,유성구,반석동,,반석동,C:\Users\user\Documents\GitHub\studynavi\대전과외\유성구과외\반석동과외\index.html,high,true,정상
region,대전광역시,유성구,상대동,,상대동,C:\Users\user\Documents\GitHub\studynavi\대전과외\유성구과외\상대동과외\index.html,high,true,정상
region,대전광역시,유성구,송강동,,송강동,C:\Users\user\Documents\GitHub\studynavi\대전과외\유성구과외\송강동과외\index.html,high,true,정상
region,대전광역시,유성구,어은동,,어은동,C:\Users\user\Documents\GitHub\studynavi\대전과외\유성구과외\어은동과외\index.html,high,true,정상
region,대전광역시,유성구,원내동,,원내동,C:\Users\user\Documents\GitHub\studynavi\대전과외\유성구과외\원내동과외\index.html,high,true,정상
region,대전광역시,유성구,원신흥동,,원신흥동,C:\Users\user\Documents\GitHub\studynavi\대전과외\유성구과외\원신흥동과외\index.html,high,true,정상
region,대전광역시,유성구,유성구수학,,유성구수학,C:\Users\user\Documents\GitHub\studynavi\대전과외\유성구과외\유성구수학과외\index.html,high,true,정상
region,대전광역시,유성구,유성구영어,,유성구영어,C:\Users\user\Documents\GitHub\studynavi\대전과외\유성구과외\유성구영어과외\index.html,high,true,정상
region,대전광역시,유성구,장대동,,장대동,C:\Users\user\Documents\GitHub\studynavi\대전과외\유성구과외\장대동과외\index.html,high,true,정상
region,대전광역시,유성구,전민동,,전민동,C:\Users\user\Documents\GitHub\studynavi\대전과외\유성구과외\전민동과외\index.html,high,true,정상
region,대전광역시,유성구,죽동,,죽동,C:\Users\user\Documents\GitHub\studynavi\대전과외\유성구과외\죽동과외\index.html,high,true,정상
region,대전광역시,유성구,지족동,,지족동,C:\Users\user\Documents\GitHub\studynavi\대전과외\유성구과외\지족동과외\index.html,high,true,정상
region,대전광역시,유성구,하기동,,하기동,C:\Users\user\Documents\GitHub\studynavi\대전과외\유성구과외\하기동과외\index.html,high,true,정상
region,대전광역시,중구,,,중구,C:\Users\user\Documents\GitHub\studynavi\대전과외\중구과외\index.html,high,true,정상
region,대전광역시,중구,대흥동,,대흥동,C:\Users\user\Documents\GitHub\studynavi\대전과외\중구과외\대전대흥동과외\index.html,high,true,정상
region,대전광역시,중구,목동,,목동,C:\Users\user\Documents\GitHub\studynavi\대전과외\중구과외\대전목동과외\index.html,high,true,정상
region,대전광역시,중구,문화동,,문화동,C:\Users\user\Documents\GitHub\studynavi\대전과외\중구과외\대전문화동과외\index.html,high,true,정상
region,대전광역시,중구,용두동,,용두동,C:\Users\user\Documents\GitHub\studynavi\대전과외\중구과외\대전용두동과외\index.html,high,true,정상
region,대전광역시,중구,태평동,,태평동,C:\Users\user\Documents\GitHub\studynavi\대전과외\중구과외\대전태평동과외\index.html,high,true,정상
region,대전광역시,중구,부사동,,부사동,C:\Users\user\Documents\GitHub\studynavi\대전과외\중구과외\부사동과외\index.html,high,true,정상
region,대전광역시,중구,석교동,,석교동,C:\Users\user\Documents\GitHub\studynavi\대전과외\중구과외\석교동과외\index.html,high,true,정상
region,대전광역시,중구,안영동,,안영동,C:\Users\user\Documents\GitHub\studynavi\대전과외\중구과외\안영동과외\index.html,high,true,정상
region,대전광역시,중구,중구수학,,중구수학,C:\Users\user\Documents\GitHub\studynavi\대전과외\중구과외\중구수학과외\index.html,high,true,정상
region,대전광역시,중구,중구영어,,중구영어,C:\Users\user\Documents\GitHub\studynavi\대전과외\중구과외\중구영어과외\index.html,high,true,정상
region,대전광역시,중구,중촌동,,중촌동,C:\Users\user\Documents\GitHub\studynavi\대전과외\중구과외\중촌동과외\index.html,high,true,정상
region,부산광역시,,,,부산광역시,C:\Users\user\Documents\GitHub\studynavi\부산과외\index.html,high,true,정상
region,부산광역시,강서구,,,강서구,C:\Users\user\Documents\GitHub\studynavi\부산과외\강서구과외\index.html,high,true,정상
region,부산광역시,강서구,강동동,,강동동,C:\Users\user\Documents\GitHub\studynavi\부산과외\강서구과외\강동동과외\index.html,high,true,정상
region,부산광역시,강서구,강서구수학,,강서구수학,C:\Users\user\Documents\GitHub\studynavi\부산과외\강서구과외\강서구수학과외\index.html,high,true,정상
region,부산광역시,강서구,강서구영어,,강서구영어,C:\Users\user\Documents\GitHub\studynavi\부산과외\강서구과외\강서구영어과외\index.html,high,true,정상
region,부산광역시,강서구,녹산동,,녹산동,C:\Users\user\Documents\GitHub\studynavi\부산과외\강서구과외\녹산동과외\index.html,high,true,정상
region,부산광역시,강서구,명지동,,명지동,C:\Users\user\Documents\GitHub\studynavi\부산과외\강서구과외\명지동과외\index.html,high,true,정상
region,부산광역시,강서구,낙동,,낙동,C:\Users\user\Documents\GitHub\studynavi\부산과외\강서구과외\부산낙동과외\index.html,high,true,정상
region,부산광역시,강서구,성북동,,성북동,C:\Users\user\Documents\GitHub\studynavi\부산과외\강서구과외\부산성북동과외\index.html,high,true,정상
region,부산광역시,강서구,신호동,,신호동,C:\Users\user\Documents\GitHub\studynavi\부산과외\강서구과외\신호동과외\index.html,high,true,정상
region,부산광역시,강서구,지사동,,지사동,C:\Users\user\Documents\GitHub\studynavi\부산과외\강서구과외\지사동과외\index.html,high,true,정상
region,부산광역시,금정구,,,금정구,C:\Users\user\Documents\GitHub\studynavi\부산과외\금정구과외\index.html,high,true,정상
region,부산광역시,금정구,구서동,,구서동,C:\Users\user\Documents\GitHub\studynavi\부산과외\금정구과외\구서동과외\index.html,high,true,정상
region,부산광역시,금정구,금정구수학,,금정구수학,C:\Users\user\Documents\GitHub\studynavi\부산과외\금정구과외\금정구수학과외\index.html,high,true,정상
region,부산광역시,금정구,금정구영어,,금정구영어,C:\Users\user\Documents\GitHub\studynavi\부산과외\금정구과외\금정구영어과외\index.html,high,true,정상
region,부산광역시,금정구,남산동,,남산동,C:\Users\user\Documents\GitHub\studynavi\부산과외\금정구과외\부산남산동과외\index.html,high,true,정상
region,부산광역시,금정구,부곡동,,부곡동,C:\Users\user\Documents\GitHub\studynavi\부산과외\금정구과외\부산부곡동과외\index.html,high,true,정상
region,부산광역시,금정구,서동,,서동,C:\Users\user\Documents\GitHub\studynavi\부산과외\금정구과외\부산서동과외\index.html,high,true,정상
region,부산광역시,금정구,장전동,,장전동,C:\Users\user\Documents\GitHub\studynavi\부산과외\금정구과외\장전동과외\index.html,high,true,정상
region,부산광역시,남구,,,남구,C:\Users\user\Documents\GitHub\studynavi\부산과외\남구과외\index.html,high,true,정상
region,부산광역시,남구,감만동,,감만동,C:\Users\user\Documents\GitHub\studynavi\부산과외\남구과외\감만동과외\index.html,high,true,정상
region,부산광역시,남구,남구수학,,남구수학,C:\Users\user\Documents\GitHub\studynavi\부산과외\남구과외\남구수학과외\index.html,high,true,정상
region,부산광역시,남구,남구영어,,남구영어,C:\Users\user\Documents\GitHub\studynavi\부산과외\남구과외\남구영어과외\index.html,high,true,정상
region,부산광역시,남구,대연동,,대연동,C:\Users\user\Documents\GitHub\studynavi\부산과외\남구과외\대연동과외\index.html,high,true,정상
region,부산광역시,남구,문현동,,문현동,C:\Users\user\Documents\GitHub\studynavi\부산과외\남구과외\문현동과외\index.html,high,true,정상
region,부산광역시,남구,용당동,,용당동,C:\Users\user\Documents\GitHub\studynavi\부산과외\남구과외\부산용당동과외\index.html,high,true,정상
region,부산광역시,남구,용호동,,용호동,C:\Users\user\Documents\GitHub\studynavi\부산과외\남구과외\부산용호동과외\index.html,high,true,정상
region,부산광역시,남구,우암동,,우암동,C:\Users\user\Documents\GitHub\studynavi\부산과외\남구과외\부산우암동과외\index.html,high,true,정상
region,부산광역시,동구,,,동구,C:\Users\user\Documents\GitHub\studynavi\부산과외\동구과외\index.html,high,true,정상
region,부산광역시,동구,동구수학,,동구수학,C:\Users\user\Documents\GitHub\studynavi\부산과외\동구과외\동구수학과외\index.html,high,true,정상
region,부산광역시,동구,동구영어,,동구영어,C:\Users\user\Documents\GitHub\studynavi\부산과외\동구과외\동구영어과외\index.html,high,true,정상
region,부산광역시,동구,범일동,,범일동,C:\Users\user\Documents\GitHub\studynavi\부산과외\동구과외\범일동과외\index.html,high,true,정상
region,부산광역시,동구,수정동,,수정동,C:\Users\user\Documents\GitHub\studynavi\부산과외\동구과외\부산수정동과외\index.html,high,true,정상
region,부산광역시,동구,좌천동,,좌천동,C:\Users\user\Documents\GitHub\studynavi\부산과외\동구과외\좌천동과외\index.html,high,true,정상
region,부산광역시,동구,초량동,,초량동,C:\Users\user\Documents\GitHub\studynavi\부산과외\동구과외\초량동과외\index.html,high,true,정상
region,부산광역시,동래구,,,동래구,C:\Users\user\Documents\GitHub\studynavi\부산과외\동래구과외\index.html,high,true,정상
region,부산광역시,동래구,동래구수학,,동래구수학,C:\Users\user\Documents\GitHub\studynavi\부산과외\동래구과외\동래구수학과외\index.html,high,true,정상
region,부산광역시,동래구,동래구영어,,동래구영어,C:\Users\user\Documents\GitHub\studynavi\부산과외\동래구과외\동래구영어과외\index.html,high,true,정상
region,부산광역시,동래구,명장동,,명장동,C:\Users\user\Documents\GitHub\studynavi\부산과외\동래구과외\명장동과외\index.html,high,true,정상
region,부산광역시,동래구,명륜동,,명륜동,C:\Users\user\Documents\GitHub\studynavi\부산과외\동래구과외\부산명륜동과외\index.html,high,true,정상
region,부산광역시,동래구,사직동,,사직동,C:\Users\user\Documents\GitHub\studynavi\부산과외\동래구과외\부산사직동과외\index.html,high,true,정상
region,부산광역시,동래구,온천동,,온천동,C:\Users\user\Documents\GitHub\studynavi\부산과외\동래구과외\부산온천동과외\index.html,high,true,정상
region,부산광역시,동래구,안락동,,안락동,C:\Users\user\Documents\GitHub\studynavi\부산과외\동래구과외\안락동과외\index.html,high,true,정상
region,부산광역시,동래구,칠산동,,칠산동,C:\Users\user\Documents\GitHub\studynavi\부산과외\동래구과외\칠산동과외\index.html,high,true,정상
region,부산광역시,부산고등,,,부산고등,C:\Users\user\Documents\GitHub\studynavi\부산과외\부산고등과외\index.html,high,true,정상
region,부산광역시,부산수학,,,부산수학,C:\Users\user\Documents\GitHub\studynavi\부산과외\부산수학과외\index.html,high,true,정상
region,부산광역시,부산수학,부산고등수학,,부산고등수학,C:\Users\user\Documents\GitHub\studynavi\부산과외\부산수학과외\부산고등수학과외\index.html,high,true,정상
region,부산광역시,부산수학,부산중등수학,,부산중등수학,C:\Users\user\Documents\GitHub\studynavi\부산과외\부산수학과외\부산중등수학과외\index.html,high,true,정상
region,부산광역시,부산수학,부산초등수학,,부산초등수학,C:\Users\user\Documents\GitHub\studynavi\부산과외\부산수학과외\부산초등수학과외\index.html,high,true,정상
region,부산광역시,부산영어,,,부산영어,C:\Users\user\Documents\GitHub\studynavi\부산과외\부산영어과외\index.html,high,true,정상
region,부산광역시,부산영어,부산고등영어,,부산고등영어,C:\Users\user\Documents\GitHub\studynavi\부산과외\부산영어과외\부산고등영어과외\index.html,high,true,정상
region,부산광역시,부산영어,부산중등영어,,부산중등영어,C:\Users\user\Documents\GitHub\studynavi\부산과외\부산영어과외\부산중등영어과외\index.html,high,true,정상
region,부산광역시,부산영어,부산초등영어,,부산초등영어,C:\Users\user\Documents\GitHub\studynavi\부산과외\부산영어과외\부산초등영어과외\index.html,high,true,정상
region,부산광역시,부산중등,,,부산중등,C:\Users\user\Documents\GitHub\studynavi\부산과외\부산중등과외\index.html,high,true,정상
region,부산광역시,부산진구,,,부산진구,C:\Users\user\Documents\GitHub\studynavi\부산과외\부산진구과외\index.html,high,true,정상
region,부산광역시,부산진구,가야동,,가야동,C:\Users\user\Documents\GitHub\studynavi\부산과외\부산진구과외\가야동과외\index.html,high,true,정상
region,부산광역시,부산진구,개금동,,개금동,C:\Users\user\Documents\GitHub\studynavi\부산과외\부산진구과외\개금동과외\index.html,high,true,정상
region,부산광역시,부산진구,당감동,,당감동,C:\Users\user\Documents\GitHub\studynavi\부산과외\부산진구과외\당감동과외\index.html,high,true,정상
region,부산광역시,부산진구,범전동,,범전동,C:\Users\user\Documents\GitHub\studynavi\부산과외\부산진구과외\범전동과외\index.html,high,true,정상
region,부산광역시,부산진구,양정동,,양정동,C:\Users\user\Documents\GitHub\studynavi\부산과외\부산진구과외\부산양정동과외\index.html,high,true,정상
region,부산광역시,부산진구,부산진구수학,,부산진구수학,C:\Users\user\Documents\GitHub\studynavi\부산과외\부산진구과외\부산진구수학과외\index.html,high,true,정상
region,부산광역시,부산진구,부산진구영어,,부산진구영어,C:\Users\user\Documents\GitHub\studynavi\부산과외\부산진구과외\부산진구영어과외\index.html,high,true,정상
region,부산광역시,부산진구,부암동,,부암동,C:\Users\user\Documents\GitHub\studynavi\부산과외\부산진구과외\부암동과외\index.html,high,true,정상
region,부산광역시,부산진구,전포동,,전포동,C:\Users\user\Documents\GitHub\studynavi\부산과외\부산진구과외\전포동과외\index.html,high,true,정상
region,부산광역시,부산진구,초읍동,,초읍동,C:\Users\user\Documents\GitHub\studynavi\부산과외\부산진구과외\초읍동과외\index.html,high,true,정상
