page_type,시도,시군구,읍면동,리,지역명,학교명,학교급,대상,과목,메인키워드,슬러그,제목,설명,본문,source_html
region,경상남도,창원시,해운동,,해운동,,,중학생,수학과외,해운동 중학생 수학과외,해운동중학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\경남과외\창원시과외\해운동과외\index.html
region,경상북도,포항시,우현동,,우현동,,,초등학생,수학과외,우현동 초등학생 수학과외,우현동초등학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\경북과외\포항시과외\우현동과외\index.html
region,광주광역시,북구,용두동,,용두동,,,초등학생,수학과외,용두동 초등학생 수학과외,용두동초등학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\광주과외\북구과외\광주용두동과외\index.html
region,대구광역시,수성구,,,수성구,,,고등학생,영어과외,수성구 고등학생 영어과외,수성구고등학생영어과외,,,,C:\Users\user\Documents\GitHub\studynavi\대구과외\수성구과외\index.html
region,대전광역시,중구,부사동,,부사동,,,중학생,수학과외,부사동 중학생 수학과외,부사동중학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\대전과외\중구과외\부사동과외\index.html
region,부산광역시,금정구,구서동,,구서동,,,고등학생,수학과외,구서동 고등학생 수학과외,구서동고등학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\부산과외\금정구과외\구서동과외\index.html
region,서울특별시,강남구,논현동,,논현동,,,초등학생,영어과외,논현동 초등학생 영어과외,논현동초등학생영어과외,,,,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\서울논현동과외\index.html
region,세종특별자치시,세종시,고운동,,고운동,,,중학생,국영수과외,고운동 중학생 국영수과외,고운동중학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\세종과외\세종시과외\고운동과외\index.html
region,울산광역시,동구,화정동,,화정동,,,중학생,국영수과외,화정동 중학생 국영수과외,화정동중학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\울산과외\동구과외\울산화정동과외\index.html
region,인천광역시,서구,가정동,,가정동,,,초등학생,영어과외,가정동 초등학생 영어과외,가정동초등학생영어과외,,,,C:\Users\user\Documents\GitHub\studynavi\인천과외\서구과외\인천가정동과외\index.html
region,전라남도,순천시,,,순천시,,,고등학생,영어과외,순천시 고등학생 영어과외,순천시고등학생영어과외,,,,C:\Users\user\Documents\GitHub\studynavi\전남과외\순천시과외\index.html
region,전북특별자치도,김제시,요촌동,,요촌동,,,초등학생,영어과외,요촌동 초등학생 영어과외,요촌동초등학생영어과외,,,,C:\Users\user\Documents\GitHub\studynavi\전북과외\김제시과외\요촌동과외\index.html
region,제주특별자치도,서귀포시,서귀포시일주동,,서귀포시일주동,,,초등학생,수학과외,서귀포시일주동 초등학생 수학과외,서귀포시일주동초등학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\제주과외\서귀포시과외\서귀포시일주동과외\index.html
region,충청남도,천안시,불당동,,불당동,,,초등학생,수학과외,불당동 초등학생 수학과외,불당동초등학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\충남과외\천안시과외\불당동과외\index.html
region,충청북도,청주시,가경동,,가경동,,,중학생,영어과외,가경동 중학생 영어과외,가경동중학생영어과외,,,,C:\Users\user\Documents\GitHub\studynavi\충북과외\청주시과외\가경동과외\index.html
region,강원특별자치도,강릉시,입암동,,입암동,,,고등학생,수학과외,입암동 고등학생 수학과외,입암동고등학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\강원과외\강릉시과외\입암동과외\index.html
region,경기도,구리시,인창동,,인창동,,,초등학생,국영수과외,인창동 초등학생 국영수과외,인창동초등학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\경기과외\구리시과외\인창동과외\index.html
region,경상남도,거창군,상동,,상동,,,초등학생,수학과외,상동 초등학생 수학과외,상동초등학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\경남과외\거창군과외\경남상동과외\index.html
region,경상북도,구미시,봉곡동,,봉곡동,,,고등학생,영어과외,봉곡동 고등학생 영어과외,봉곡동고등학생영어과외,,,,C:\Users\user\Documents\GitHub\studynavi\경북과외\구미시과외\경북봉곡동과외\index.html
region,광주광역시,북구,오룡동,,오룡동,,,고등학생,국영수과외,오룡동 고등학생 국영수과외,오룡동고등학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\광주과외\북구과외\오룡동과외\index.html
region,대구광역시,달서구,두류동,,두류동,,,중학생,영어과외,두류동 중학생 영어과외,두류동중학생영어과외,,,,C:\Users\user\Documents\GitHub\studynavi\대구과외\달서구과외\두류동과외\index.html
region,대전광역시,대덕구,신탄진동,,신탄진동,,,중학생,영어과외,신탄진동 중학생 영어과외,신탄진동중학생영어과외,,,,C:\Users\user\Documents\GitHub\studynavi\대전과외\대덕구과외\신탄진동과외\index.html
region,부산광역시,동래구,명장동,,명장동,,,고등학생,수학과외,명장동 고등학생 수학과외,명장동고등학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\부산과외\동래구과외\명장동과외\index.html
region,서울특별시,마포구,상암동,,상암동,,,초등학생,국영수과외,상암동 초등학생 국영수과외,상암동초등학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\서울과외\마포구과외\상암동과외\index.html
region,세종특별자치시,세종시,어진동,,어진동,,,중학생,수학과외,어진동 중학생 수학과외,어진동중학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\세종과외\세종시과외\어진동과외\index.html
region,울산광역시,북구,효문동,,효문동,,,고등학생,영어과외,효문동 고등학생 영어과외,효문동고등학생영어과외,,,,C:\Users\user\Documents\GitHub\studynavi\울산과외\북구과외\효문동과외\index.html
region,인천광역시,중구,북성동,,북성동,,,고등학생,수학과외,북성동 고등학생 수학과외,북성동고등학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\인천과외\중구과외\북성동과외\index.html
region,전라남도,화순군,,,화순군,,,중학생,국영수과외,화순군 중학생 국영수과외,화순군중학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\전남과외\화순군과외\index.html
region,전북특별자치도,익산시,모현동,,모현동,,,중학생,국영수과외,모현동 중학생 국영수과외,모현동중학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\전북과외\익산시과외\모현동과외\index.html
region,제주특별자치도,제주시,영평동,,영평동,,,중학생,수학과외,영평동 중학생 수학과외,영평동중학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\제주과외\제주시과외\영평동과외\index.html
region,충청남도,보령시,대천동,,대천동,,,중학생,수학과외,대천동 중학생 수학과외,대천동중학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\충남과외\보령시과외\대천동과외\index.html
region,충청북도,제천시,하소동,,하소동,,,고등학생,수학과외,하소동 고등학생 수학과외,하소동고등학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\충북과외\제천시과외\하소동과외\index.html
region,강원특별자치도,영월군,,,영월군,,,고등학생,영어과외,영월군 고등학생 영어과외,영월군고등학생영어과외,,,,C:\Users\user\Documents\GitHub\studynavi\강원과외\영월군과외\index.html
region,경기도,시흥시,월곶동,,월곶동,,,중학생,수학과외,월곶동 중학생 수학과외,월곶동중학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\경기과외\시흥시과외\월곶동과외\index.html
region,경상남도,창녕군,낙동,,낙동,,,고등학생,수학과외,낙동 고등학생 수학과외,낙동고등학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\경남과외\창녕군과외\경남낙동과외\index.html
region,경상북도,청송군,청송중학교부동,,청송중학교부동,,,중학생,국영수과외,청송중학교부동 중학생 국영수과외,청송중학교부동중학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\경북과외\청송군과외\청송중학교부동과외\index.html
region,광주광역시,북구,본촌동,,본촌동,,,중학생,국영수과외,본촌동 중학생 국영수과외,본촌동중학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\광주과외\북구과외\본촌동과외\index.html
region,대구광역시,동구,서호동,,서호동,,,초등학생,영어과외,서호동 초등학생 영어과외,서호동초등학생영어과외,,,,C:\Users\user\Documents\GitHub\studynavi\대구과외\동구과외\서호동과외\index.html
region,대전광역시,대덕구,,,대덕구,,,고등학생,수학과외,대덕구 고등학생 수학과외,대덕구고등학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\대전과외\대덕구과외\index.html
region,부산광역시,남구,용호동,,용호동,,,고등학생,수학과외,용호동 고등학생 수학과외,용호동고등학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\부산과외\남구과외\부산용호동과외\index.html
region,서울특별시,강동구,암사동,,암사동,,,초등학생,수학과외,암사동 초등학생 수학과외,암사동초등학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\암사동과외\index.html
region,세종특별자치시,세종시,종촌동,,종촌동,,,중학생,수학과외,종촌동 중학생 수학과외,종촌동중학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\세종과외\세종시과외\종촌동과외\index.html
region,울산광역시,북구,연암동,,연암동,,,고등학생,국영수과외,연암동 고등학생 국영수과외,연암동고등학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\울산과외\북구과외\연암동과외\index.html
region,인천광역시,계양구,효성동,,효성동,,,고등학생,영어과외,효성동 고등학생 영어과외,효성동고등학생영어과외,,,,C:\Users\user\Documents\GitHub\studynavi\인천과외\계양구과외\효성동과외\index.html
region,전라남도,강진군,군동,,군동,,,고등학생,수학과외,군동 고등학생 수학과외,군동고등학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\전남과외\강진군과외\군동과외\index.html
region,전북특별자치도,전주시,전주시교동,,전주시교동,,,중학생,수학과외,전주시교동 중학생 수학과외,전주시교동중학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\전북과외\전주시과외\전주시교동과외\index.html
region,제주특별자치도,서귀포시,,,서귀포시,,,고등학생,국영수과외,서귀포시 고등학생 국영수과외,서귀포시고등학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\제주과외\서귀포시과외\index.html
region,충청남도,천안시,두정동,,두정동,,,중학생,수학과외,두정동 중학생 수학과외,두정동중학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\충남과외\천안시과외\두정동과외\index.html
region,충청북도,제천시,제천시평동,,제천시평동,,,중학생,수학과외,제천시평동 중학생 수학과외,제천시평동중학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\충북과외\제천시과외\제천시평동과외\index.html
region,강원특별자치도,양구군,남동,,남동,,,초등학생,영어과외,남동 초등학생 영어과외,남동초등학생영어과외,,,,C:\Users\user\Documents\GitHub\studynavi\강원과외\양구군과외\강원남동과외\index.html
region,경기도,광주시,경안동,,경안동,,,초등학생,영어과외,경안동 초등학생 영어과외,경안동초등학생영어과외,,,,C:\Users\user\Documents\GitHub\studynavi\경기과외\광주시과외\경안동과외\index.html
region,경상남도,합천군,신성동,,신성동,,,초등학생,영어과외,신성동 초등학생 영어과외,신성동초등학생영어과외,,,,C:\Users\user\Documents\GitHub\studynavi\경남과외\합천군과외\경남신성동과외\index.html
region,경상북도,문경시,모전동,,모전동,,,중학생,국영수과외,모전동 중학생 국영수과외,모전동중학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\경북과외\문경시과외\모전동과외\index.html
region,광주광역시,북구,문흥동,,문흥동,,,고등학생,영어과외,문흥동 고등학생 영어과외,문흥동고등학생영어과외,,,,C:\Users\user\Documents\GitHub\studynavi\광주과외\북구과외\문흥동과외\index.html
region,대구광역시,남구,,,남구,,,중학생,국영수과외,남구 중학생 국영수과외,남구중학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\대구과외\남구과외\index.html
region,대전광역시,서구,변동,,변동,,,고등학생,수학과외,변동 고등학생 수학과외,변동고등학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\대전과외\서구과외\변동과외\index.html
region,부산광역시,북구,구포동,,구포동,,,초등학생,국영수과외,구포동 초등학생 국영수과외,구포동초등학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\부산과외\북구과외\부산구포동과외\index.html
region,서울특별시,송파구,거여동,,거여동,,,중학생,영어과외,거여동 중학생 영어과외,거여동중학생영어과외,,,,C:\Users\user\Documents\GitHub\studynavi\서울과외\송파구과외\거여동과외\index.html
region,세종특별자치시,세종시,아름동,,아름동,,,고등학생,국영수과외,아름동 고등학생 국영수과외,아름동고등학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\세종과외\세종시과외\아름동과외\index.html
region,울산광역시,동구,일산동,,일산동,,,중학생,국영수과외,일산동 중학생 국영수과외,일산동중학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\울산과외\동구과외\울산일산동과외\index.html
region,인천광역시,연수구,청학동,,청학동,,,초등학생,영어과외,청학동 초등학생 영어과외,청학동초등학생영어과외,,,,C:\Users\user\Documents\GitHub\studynavi\인천과외\연수구과외\인천청학동과외\index.html
region,전라남도,목포시,산정동,,산정동,,,초등학생,영어과외,산정동 초등학생 영어과외,산정동초등학생영어과외,,,,C:\Users\user\Documents\GitHub\studynavi\전남과외\목포시과외\전남산정동과외\index.html
region,전북특별자치도,전주시,덕진동,,덕진동,,,중학생,국영수과외,덕진동 중학생 국영수과외,덕진동중학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\전북과외\전주시과외\덕진동과외\index.html
region,제주특별자치도,제주시,노형동,,노형동,,,고등학생,국영수과외,노형동 고등학생 국영수과외,노형동고등학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\제주과외\제주시과외\노형동과외\index.html
school,강원특별자치도,춘천시,춘천시교동,,유봉여자중학교,유봉여자중학교,중학교,중학생,수학과외,유봉여자중학교 중학생 수학과외,유봉여자중학교중학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\강원과외\춘천시과외\춘천시교동과외\유봉여자중과외\index.html
school,경기도,안양시,비산동,,임곡중학교,임곡중학교,중학교,중학생,국영수과외,임곡중학교 중학생 국영수과외,임곡중학교중학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\경기과외\안양시과외\경기비산동과외\임곡중과외\index.html
school,경상남도,창원시,도계동,,도계중학교,도계중학교,중학교,중학생,국영수과외,도계중학교 중학생 국영수과외,도계중학교중학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\경남과외\창원시과외\도계동과외\도계중과외\index.html
school,경상북도,구미시,임은동,,상모중학교,상모중학교,중학교,중학생,국영수과외,상모중학교 중학생 국영수과외,상모중학교중학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\경북과외\구미시과외\임은동과외\상모중과외\index.html
school,광주광역시,광산구,광산구우산동,,광산중학교,광산중학교,중학교,중학생,국영수과외,광산중학교 중학생 국영수과외,광산중학교중학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\광주과외\광산구과외\광산구우산동과외\광산중과외\index.html
school,대구광역시,달서구,도원동,,대곡중학교,대곡중학교,중학교,중학생,영어과외,대곡중학교 중학생 영어과외,대곡중학교중학생영어과외,,,,C:\Users\user\Documents\GitHub\studynavi\대구과외\달서구과외\대구도원동과외\대곡중과외\index.html
school,대전광역시,대덕구,오정동,,대전경덕중학교,대전경덕중학교,중학교,중학생,국영수과외,대전경덕중학교 중학생 국영수과외,대전경덕중학교중학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\대전과외\대덕구과외\대전오정동과외\대전경덕중과외\index.html
school,부산광역시,부산진구,개금동,,광무여자중학교,광무여자중학교,중학교,중학생,영어과외,광무여자중학교 중학생 영어과외,광무여자중학교중학생영어과외,,,,C:\Users\user\Documents\GitHub\studynavi\부산과외\부산진구과외\개금동과외\광무여자중과외\index.html
school,서울특별시,송파구,방이동,,오륜중학교,오륜중학교,중학교,중학생,국영수과외,오륜중학교 중학생 국영수과외,오륜중학교중학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\서울과외\송파구과외\방이동과외\오륜중과외\index.html
school,세종특별자치시,세종시,한솔동,,한솔중학교,한솔중학교,중학교,중학생,수학과외,한솔중학교 중학생 수학과외,한솔중학교중학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\세종과외\세종시과외\한솔동과외\한솔중과외\index.html
school,울산광역시,중구,약사동,,약사중학교,약사중학교,중학교,중학생,국영수과외,약사중학교 중학생 국영수과외,약사중학교중학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\울산과외\중구과외\약사동과외\약사중과외\index.html
school,인천광역시,서구,원당동,,원당중학교,원당중학교,중학교,중학생,영어과외,원당중학교 중학생 영어과외,원당중학교중학생영어과외,,,,C:\Users\user\Documents\GitHub\studynavi\인천과외\서구과외\인천원당동과외\원당중과외\index.html
school,전라남도,목포시,연산동,,목포청호중학교,목포청호중학교,중학교,중학생,영어과외,목포청호중학교 중학생 영어과외,목포청호중학교중학생영어과외,,,,C:\Users\user\Documents\GitHub\studynavi\전남과외\목포시과외\전남연산동과외\목포청호중과외\index.html
school,전북특별자치도,완주군,봉동,,봉서중학교,봉서중학교,중학교,중학생,국영수과외,봉서중학교 중학생 국영수과외,봉서중학교중학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\전북과외\완주군과외\봉동과외\봉서중과외\index.html
school,제주특별자치도,서귀포시,하효동,,효돈중학교,효돈중학교,중학교,중학생,수학과외,효돈중학교 중학생 수학과외,효돈중학교중학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\제주과외\서귀포시과외\하효동과외\효돈중과외\index.html
school,충청남도,공주시,교동,,공주여자중학교,공주여자중학교,중학교,중학생,수학과외,공주여자중학교 중학생 수학과외,공주여자중학교중학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\충남과외\공주시과외\충남교동과외\공주여자중과외\index.html
school,충청북도,청주시,영운동,,청운중학교,청운중학교,중학교,중학생,영어과외,청운중학교 중학생 영어과외,청운중학교중학생영어과외,,,,C:\Users\user\Documents\GitHub\studynavi\충북과외\청주시과외\영운동과외\청운중과외\index.html
school,강원특별자치도,정선군,신동,,함백중학교,함백중학교,중학교,중학생,국영수과외,함백중학교 중학생 국영수과외,함백중학교중학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\강원과외\정선군과외\강원신동과외\함백중과외\index.html
school,경기도,김포시,장기동,,장기중학교,장기중학교,중학교,중학생,수학과외,장기중학교 중학생 수학과외,장기중학교중학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\경기과외\김포시과외\장기동과외\장기중과외\index.html
school,경상남도,김해시,지내동,,활천중학교,활천중학교,중학교,중학생,국영수과외,활천중학교 중학생 국영수과외,활천중학교중학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\경남과외\김해시과외\지내동과외\활천중과외\index.html
school,경상북도,구미시,강동,,오상중학교,오상중학교,중학교,중학생,수학과외,오상중학교 중학생 수학과외,오상중학교중학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\경북과외\구미시과외\경북강동과외\오상중과외\index.html
school,광주광역시,북구,운암동,,광주체육중학교,광주체육중학교,중학교,중학생,국영수과외,광주체육중학교 중학생 국영수과외,광주체육중학교중학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\광주과외\북구과외\운암동과외\광주체육중과외\index.html
school,대구광역시,북구,복현동,,대구북중학교,대구북중학교,중학교,중학생,수학과외,대구북중학교 중학생 수학과외,대구북중학교중학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\대구과외\북구과외\복현동과외\대구북중과외\index.html
school,대전광역시,유성구,원신흥동,,대전원신흥중학교,대전원신흥중학교,중학교,중학생,수학과외,대전원신흥중학교 중학생 수학과외,대전원신흥중학교중학생수학과외,,,,C:\Users\user\Documents\GitHub\studynavi\대전과외\유성구과외\원신흥동과외\대전원신흥중과외\index.html
school,부산광역시,수영구,광안동,,동아중학교,동아중학교,중학교,중학생,국영수과외,동아중학교 중학생 국영수과외,동아중학교중학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\부산과외\수영구과외\광안동과외\동아중과외\index.html
school,서울특별시,강남구,대치동,,휘문중학교,휘문중학교,중학교,중학생,영어과외,휘문중학교 중학생 영어과외,휘문중학교중학생영어과외,,,,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\대치동과외\휘문중과외\index.html
school,세종특별자치시,세종시,다정동,,새움중학교,새움중학교,중학교,중학생,국영수과외,새움중학교 중학생 국영수과외,새움중학교중학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\세종과외\세종시과외\다정동과외\새움중과외\index.html
school,울산광역시,남구,옥동,,신정중학교,신정중학교,중학교,중학생,국영수과외,신정중학교 중학생 국영수과외,신정중학교중학생국영수과외,,,,C:\Users\user\Documents\GitHub\studynavi\울산과외\남구과외\옥동과외\신정중과외\index.html
