page_type,시도,시군구,읍면동,리,학교명,학교급,대상,source_html,confidence,is_valid,validation_note
school,부산광역시,사하구,하단동,,하남중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\사하구과외\하단동과외\하남중과외\index.html,high,true,정상
school,부산광역시,사하구,하단동,,하단중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\사하구과외\하단동과외\하단중과외\index.html,high,true,정상
school,부산광역시,서구,남부민동,,송도중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\서구과외\남부민동과외\송도중과외\index.html,high,true,정상
school,부산광역시,서구,동대신동,,경남고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\서구과외\동대신동과외\경남고과외\index.html,high,true,정상
school,부산광역시,서구,동대신동,,대신여자중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\서구과외\동대신동과외\대신여자중과외\index.html,high,true,정상
school,부산광역시,서구,동대신동,,부산서여자고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\서구과외\동대신동과외\부산서여자고과외\index.html,high,true,정상
school,부산광역시,서구,서대신동,,부경고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\서구과외\서대신동과외\부경고과외\index.html,high,true,정상
school,부산광역시,서구,서대신동,,부산대신중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\서구과외\서대신동과외\부산대신중과외\index.html,high,true,정상
school,부산광역시,서구,서대신동,,부산여자중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\서구과외\서대신동과외\부산여자중과외\index.html,high,true,정상
school,부산광역시,서구,서대신동,,부산중앙여자중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\서구과외\서대신동과외\부산중앙여자중과외\index.html,high,true,정상
school,부산광역시,서구,초장동,,초장중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\서구과외\초장동과외\초장중과외\index.html,high,true,정상
school,부산광역시,서구,토성동,,경남중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\서구과외\토성동과외\경남중과외\index.html,high,true,정상
school,부산광역시,수영구,광안동,,광안중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\수영구과외\광안동과외\광안중과외\index.html,high,true,정상
school,부산광역시,수영구,광안동,,덕문여자고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\수영구과외\광안동과외\덕문여자고과외\index.html,high,true,정상
school,부산광역시,수영구,광안동,,동수영중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\수영구과외\광안동과외\동수영중과외\index.html,high,true,정상
school,부산광역시,수영구,광안동,,동아중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\수영구과외\광안동과외\동아중과외\index.html,high,true,정상
school,부산광역시,수영구,광안동,,부산수영중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\수영구과외\광안동과외\부산수영중과외\index.html,high,true,정상
school,부산광역시,수영구,광안동,,한바다중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\수영구과외\광안동과외\한바다중과외\index.html,high,true,정상
school,부산광역시,수영구,남천동,,부산동여자고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\수영구과외\남천동과외\부산동여자고과외\index.html,high,true,정상
school,부산광역시,수영구,망미동,,망미중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\수영구과외\망미동과외\망미중과외\index.html,high,true,정상
school,부산광역시,수영구,망미동,,부산남일고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\수영구과외\망미동과외\부산남일고과외\index.html,high,true,정상
school,부산광역시,연제구,거제동,,거성중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\연제구과외\거제동과외\거성중과외\index.html,high,true,정상
school,부산광역시,연제구,거제동,,거제여자중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\연제구과외\거제동과외\거제여자중과외\index.html,high,true,정상
school,부산광역시,연제구,거제동,,계성여자고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\연제구과외\거제동과외\계성여자고과외\index.html,high,true,정상
school,부산광역시,연제구,거제동,,이사벨고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\연제구과외\거제동과외\이사벨고과외\index.html,high,true,정상
school,부산광역시,연제구,거제동,,이사벨중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\연제구과외\거제동과외\이사벨중과외\index.html,high,true,정상
school,부산광역시,연제구,연산동,,부산외국어고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\연제구과외\부산연산동과외\부산외국어고과외\index.html,high,true,정상
school,부산광역시,연제구,연산동,,연산중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\연제구과외\부산연산동과외\연산중과외\index.html,high,true,정상
school,부산광역시,연제구,연산동,,연일중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\연제구과외\부산연산동과외\연일중과외\index.html,high,true,정상
school,부산광역시,연제구,연산동,,연제고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\연제구과외\부산연산동과외\연제고과외\index.html,high,true,정상
school,부산광역시,연제구,연산동,,연제중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\연제구과외\부산연산동과외\연제중과외\index.html,high,true,정상
school,부산광역시,연제구,연산동,,연천중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\연제구과외\부산연산동과외\연천중과외\index.html,high,true,정상
school,부산광역시,연제구,연산동,,토현중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\연제구과외\부산연산동과외\토현중과외\index.html,high,true,정상
school,부산광역시,영도구,남항동,,부산남중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\영도구과외\남항동과외\부산남중과외\index.html,high,true,정상
school,부산광역시,영도구,동삼동,,광명고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\영도구과외\동삼동과외\광명고과외\index.html,high,true,정상
school,부산광역시,영도구,동삼동,,부산남고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\영도구과외\동삼동과외\부산남고과외\index.html,high,true,정상
school,부산광역시,영도구,동삼동,,부산체육중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\영도구과외\동삼동과외\부산체육중과외\index.html,high,true,정상
school,부산광역시,영도구,동삼동,,부산해사고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\영도구과외\동삼동과외\부산해사고과외\index.html,high,true,정상
school,부산광역시,영도구,동삼동,,영도여자고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\영도구과외\동삼동과외\영도여자고과외\index.html,high,true,정상
school,부산광역시,영도구,동삼동,,영도제일중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\영도구과외\동삼동과외\영도제일중과외\index.html,high,true,정상
school,부산광역시,영도구,동삼동,,태종대중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\영도구과외\동삼동과외\태종대중과외\index.html,high,true,정상
school,부산광역시,영도구,동삼동,,해동중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\영도구과외\동삼동과외\해동중과외\index.html,high,true,정상
school,부산광역시,영도구,신선동,,남도여자중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\영도구과외\신선동과외\남도여자중과외\index.html,high,true,정상
school,부산광역시,영도구,신선동,,부산영선중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\영도구과외\신선동과외\부산영선중과외\index.html,high,true,정상
school,부산광역시,영도구,신선동,,신선중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\영도구과외\신선동과외\신선중과외\index.html,high,true,정상
school,부산광역시,중구,광복동,,동주여자고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\중구과외\광복동과외\동주여자고과외\index.html,high,true,정상
school,부산광역시,중구,보수동,,혜광고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\중구과외\보수동과외\혜광고과외\index.html,high,true,정상
school,부산광역시,중구,대청동,,남성여자고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\중구과외\부산대청동과외\남성여자고과외\index.html,high,true,정상
school,부산광역시,중구,영주동,,덕원중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\중구과외\부산영주동과외\덕원중과외\index.html,high,true,정상
school,부산광역시,해운대구,반여동,,반안중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\해운대구과외\반여동과외\반안중과외\index.html,high,true,정상
school,부산광역시,해운대구,반여동,,반여고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\해운대구과외\반여동과외\반여고과외\index.html,high,true,정상
school,부산광역시,해운대구,반여동,,반여중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\해운대구과외\반여동과외\반여중과외\index.html,high,true,정상
school,부산광역시,해운대구,반여동,,인지중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\해운대구과외\반여동과외\인지중과외\index.html,high,true,정상
school,부산광역시,해운대구,반여동,,장산중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\해운대구과외\반여동과외\장산중과외\index.html,high,true,정상
school,부산광역시,해운대구,반송동,,반송여자중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\해운대구과외\부산반송동과외\반송여자중과외\index.html,high,true,정상
school,부산광역시,해운대구,반송동,,반송중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\해운대구과외\부산반송동과외\반송중과외\index.html,high,true,정상
school,부산광역시,해운대구,중동,,동백중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\해운대구과외\부산중동과외\동백중과외\index.html,high,true,정상
school,부산광역시,해운대구,우동,,부산센텀여자고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\해운대구과외\우동과외\부산센텀여자고과외\index.html,high,true,정상
school,부산광역시,해운대구,우동,,해강고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\해운대구과외\우동과외\해강고과외\index.html,high,true,정상
school,부산광역시,해운대구,우동,,해강중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\해운대구과외\우동과외\해강중과외\index.html,high,true,정상
school,부산광역시,해운대구,우동,,해운대고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\해운대구과외\우동과외\해운대고과외\index.html,high,true,정상
school,부산광역시,해운대구,우동,,해운대여자고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\해운대구과외\우동과외\해운대여자고과외\index.html,high,true,정상
school,부산광역시,해운대구,우동,,해운대여자중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\해운대구과외\우동과외\해운대여자중과외\index.html,high,true,정상
school,부산광역시,해운대구,우동,,해운대중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\해운대구과외\우동과외\해운대중과외\index.html,high,true,정상
school,부산광역시,해운대구,재송동,,센텀고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\해운대구과외\재송동과외\센텀고과외\index.html,high,true,정상
school,부산광역시,해운대구,재송동,,센텀중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\해운대구과외\재송동과외\센텀중과외\index.html,high,true,정상
school,부산광역시,해운대구,재송동,,재송여자중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\해운대구과외\재송동과외\재송여자중과외\index.html,high,true,정상
school,부산광역시,해운대구,재송동,,재송중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\해운대구과외\재송동과외\재송중과외\index.html,high,true,정상
school,부산광역시,해운대구,좌동,,부흥고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\해운대구과외\좌동과외\부흥고과외\index.html,high,true,정상
school,부산광역시,해운대구,좌동,,부흥중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\해운대구과외\좌동과외\부흥중과외\index.html,high,true,정상
school,부산광역시,해운대구,좌동,,상당중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\해운대구과외\좌동과외\상당중과외\index.html,high,true,정상
school,부산광역시,해운대구,좌동,,신곡중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\해운대구과외\좌동과외\신곡중과외\index.html,high,true,정상
school,부산광역시,해운대구,좌동,,신도고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\해운대구과외\좌동과외\신도고과외\index.html,high,true,정상
school,부산광역시,해운대구,좌동,,신도중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\해운대구과외\좌동과외\신도중과외\index.html,high,true,정상
school,부산광역시,해운대구,좌동,,양운고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\해운대구과외\좌동과외\양운고과외\index.html,high,true,정상
school,부산광역시,해운대구,좌동,,양운중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\부산과외\해운대구과외\좌동과외\양운중과외\index.html,high,true,정상
school,서울특별시,강남구,강남구신사동,,신구중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\강남구신사동과외\신구중과외\index.html,high,true,정상
school,서울특별시,강남구,강남구중동,,중동중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\강남구중동과외\중동중과외\index.html,high,true,정상
school,서울특별시,강남구,개포동,,개원중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\개포동과외\개원중과외\index.html,high,true,정상
school,서울특별시,강남구,개포동,,개포고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\개포동과외\개포고과외\index.html,high,true,정상
school,서울특별시,강남구,개포동,,개포중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\개포동과외\개포중과외\index.html,high,true,정상
school,서울특별시,강남구,개포동,,경기여자고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\개포동과외\경기여자고과외\index.html,high,true,정상
school,서울특별시,강남구,개포동,,구룡중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\개포동과외\구룡중과외\index.html,high,true,정상
school,서울특별시,강남구,대치동,,단국대학교사범대학부속고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\대치동과외\단국대학교사범대학부속고과외\index.html,high,true,정상
school,서울특별시,강남구,대치동,,단국대학교사범대학부속중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\대치동과외\단국대학교사범대학부속중과외\index.html,high,true,정상
school,서울특별시,강남구,대치동,,대명중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\대치동과외\대명중과외\index.html,high,true,정상
school,서울특별시,강남구,대치동,,대청중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\대치동과외\대청중과외\index.html,high,true,정상
school,서울특별시,강남구,대치동,,휘문고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\대치동과외\휘문고과외\index.html,high,true,정상
school,서울특별시,강남구,대치동,,휘문중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\대치동과외\휘문중과외\index.html,high,true,정상
school,서울특별시,강남구,도곡동,,대치중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\도곡동과외\대치중과외\index.html,high,true,정상
school,서울특별시,강남구,도곡동,,도곡중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\도곡동과외\도곡중과외\index.html,high,true,정상
school,서울특별시,강남구,도곡동,,숙명여자고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\도곡동과외\숙명여자고과외\index.html,high,true,정상
school,서울특별시,강남구,도곡동,,숙명여자중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\도곡동과외\숙명여자중과외\index.html,high,true,정상
school,서울특별시,강남구,도곡동,,은광여자고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\도곡동과외\은광여자고과외\index.html,high,true,정상
school,서울특별시,강남구,도곡동,,은성중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\도곡동과외\은성중과외\index.html,high,true,정상
school,서울특별시,강남구,도곡동,,중대부고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\도곡동과외\중대부고과외\index.html,high,true,정상
school,서울특별시,강남구,논현동,,언북중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\서울논현동과외\언북중과외\index.html,high,true,정상
school,서울특별시,강남구,삼성동,,경기고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\서울삼성동과외\경기고과외\index.html,high,true,정상
school,서울특별시,강남구,삼성동,,봉은중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\서울삼성동과외\봉은중과외\index.html,high,true,정상
school,서울특별시,강남구,수서동,,대왕중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\수서동과외\대왕중과외\index.html,high,true,정상
school,서울특별시,강남구,수서동,,서울세종고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\수서동과외\서울세종고과외\index.html,high,true,정상
school,서울특별시,강남구,수서동,,수서중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\수서동과외\수서중과외\index.html,high,true,정상
school,서울특별시,강남구,압구정동,,신사중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\압구정동과외\신사중과외\index.html,high,true,정상
school,서울특별시,강남구,압구정동,,압구정고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\압구정동과외\압구정고과외\index.html,high,true,정상
school,서울특별시,강남구,압구정동,,압구정중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\압구정동과외\압구정중과외\index.html,high,true,정상
school,서울특별시,강남구,압구정동,,청담고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\압구정동과외\청담고과외\index.html,high,true,정상
school,서울특별시,강남구,압구정동,,현대고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\압구정동과외\현대고과외\index.html,high,true,정상
school,서울특별시,강남구,역삼동,,역삼중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\역삼동과외\역삼중과외\index.html,high,true,정상
school,서울특별시,강남구,역삼동,,진선여자고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\역삼동과외\진선여자고과외\index.html,high,true,정상
school,서울특별시,강남구,역삼동,,진선여자중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\역삼동과외\진선여자중과외\index.html,high,true,정상
school,서울특별시,강남구,일원동,,중동고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\일원동과외\중동고과외\index.html,high,true,정상
school,서울특별시,강남구,일원동,,중산고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\일원동과외\중산고과외\index.html,high,true,정상
school,서울특별시,강남구,자곡동,,세곡중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\자곡동과외\세곡중과외\index.html,high,true,정상
school,서울특별시,강남구,자곡동,,풍문고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\자곡동과외\풍문고과외\index.html,high,true,정상
school,서울특별시,강남구,청담동,,영동고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\청담동과외\영동고과외\index.html,high,true,정상
school,서울특별시,강남구,청담동,,청담중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강남구과외\청담동과외\청담중과외\index.html,high,true,정상
school,서울특별시,강동구,강일동,,강동중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\강일동과외\강동중과외\index.html,high,true,정상
school,서울특별시,강동구,강일동,,강명중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\강일동과외\강명중과외\index.html,high,true,정상
school,서울특별시,강동구,강일동,,강빛중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\강일동과외\강빛중과외\index.html,high,true,정상
school,서울특별시,강동구,강일동,,강일고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\강일동과외\강일고과외\index.html,high,true,정상
school,서울특별시,강동구,길동,,신명중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\길동과외\신명중과외\index.html,high,true,정상
school,서울특별시,강동구,둔촌동,,동북고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\둔촌동과외\동북고과외\index.html,high,true,정상
school,서울특별시,강동구,둔촌동,,동북중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\둔촌동과외\동북중과외\index.html,high,true,정상
school,서울특별시,강동구,둔촌동,,둔촌고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\둔촌동과외\둔촌고과외\index.html,high,true,정상
school,서울특별시,강동구,둔촌동,,둔촌중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\둔촌동과외\둔촌중과외\index.html,high,true,정상
school,서울특별시,강동구,둔촌동,,한산중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\둔촌동과외\한산중과외\index.html,high,true,정상
school,서울특별시,강동구,명일동,,명일여자고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\명일동과외\명일여자고과외\index.html,high,true,정상
school,서울특별시,강동구,상일동,,강동고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\상일동과외\강동고과외\index.html,high,true,정상
school,서울특별시,강동구,상일동,,상일여자고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\상일동과외\상일여자고과외\index.html,high,true,정상
school,서울특별시,강동구,상일동,,상일중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\상일동과외\상일중과외\index.html,high,true,정상
school,서울특별시,강동구,상일동,,한영고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\상일동과외\한영고과외\index.html,high,true,정상
school,서울특별시,강동구,상일동,,한영외국어고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\상일동과외\한영외국어고과외\index.html,high,true,정상
school,서울특별시,강동구,상일동,,한영중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\상일동과외\한영중과외\index.html,high,true,정상
school,서울특별시,강동구,고덕동,,고덕중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\서울고덕동과외\고덕중과외\index.html,high,true,정상
school,서울특별시,강동구,고덕동,,광문고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\서울고덕동과외\광문고과외\index.html,high,true,정상
school,서울특별시,강동구,고덕동,,명일중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\서울고덕동과외\명일중과외\index.html,high,true,정상
school,서울특별시,강동구,고덕동,,배재고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\서울고덕동과외\배재고과외\index.html,high,true,정상
school,서울특별시,강동구,고덕동,,배재중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\서울고덕동과외\배재중과외\index.html,high,true,정상
school,서울특별시,강동구,성내동,,성내중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\서울성내동과외\성내중과외\index.html,high,true,정상
school,서울특별시,강동구,암사동,,강일중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\암사동과외\강일중과외\index.html,high,true,정상
school,서울특별시,강동구,암사동,,선사고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\암사동과외\선사고과외\index.html,high,true,정상
school,서울특별시,강동구,암사동,,신암중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\암사동과외\신암중과외\index.html,high,true,정상
school,서울특별시,강동구,천호동,,동신중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\천호동과외\동신중과외\index.html,high,true,정상
school,서울특별시,강동구,천호동,,성덕고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\천호동과외\성덕고과외\index.html,high,true,정상
school,서울특별시,강동구,천호동,,성덕여자중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\천호동과외\성덕여자중과외\index.html,high,true,정상
school,서울특별시,강동구,천호동,,천일중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\천호동과외\천일중과외\index.html,high,true,정상
school,서울특별시,강동구,천호동,,천호중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강동구과외\천호동과외\천호중과외\index.html,high,true,정상
school,서울특별시,강북구,미아동,,삼각산고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강북구과외\미아동과외\삼각산고과외\index.html,high,true,정상
school,서울특별시,강북구,미아동,,삼각산중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강북구과외\미아동과외\삼각산중과외\index.html,high,true,정상
school,서울특별시,강북구,미아동,,성암여자중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강북구과외\미아동과외\성암여자중과외\index.html,high,true,정상
school,서울특별시,강북구,미아동,,솔샘중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강북구과외\미아동과외\솔샘중과외\index.html,high,true,정상
school,서울특별시,강북구,미아동,,신일고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강북구과외\미아동과외\신일고과외\index.html,high,true,정상
school,서울특별시,강북구,미아동,,신일중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\서울과외\강북구과외\미아동과외\신일중과외\index.html,high,true,정상
