page_type,시도,시군구,읍면동,리,학교명,학교급,대상,source_html,confidence,is_valid,validation_note
school,강원특별자치도,강릉시,강릉시교동,,강릉명륜고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\강릉시과외\강릉시교동과외\강릉명륜고과외\index.html,high,true,정상
school,강원특별자치도,강릉시,강릉시교동,,강릉제일고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\강릉시과외\강릉시교동과외\강릉제일고과외\index.html,high,true,정상
school,강원특별자치도,강릉시,강릉시교동,,강일여자고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\강릉시과외\강릉시교동과외\강일여자고과외\index.html,high,true,정상
school,강원특별자치도,강릉시,강릉시교동,,관동중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\강릉시과외\강릉시교동과외\관동중과외\index.html,high,true,정상
school,강원특별자치도,강릉시,강릉시교동,,솔올중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\강릉시과외\강릉시교동과외\솔올중과외\index.html,high,true,정상
school,강원특별자치도,강릉시,강릉시교동,,율곡중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\강릉시과외\강릉시교동과외\율곡중과외\index.html,high,true,정상
school,강원특별자치도,강릉시,노암동,,경포중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\강릉시과외\강원노암동과외\경포중과외\index.html,high,true,정상
school,강원특별자치도,강릉시,용강동,,강릉해람중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\강릉시과외\강원용강동과외\강릉해람중과외\index.html,high,true,정상
school,강원특별자치도,강릉시,옥천동,,강릉여자고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\강릉시과외\옥천동과외\강릉여자고과외\index.html,high,true,정상
school,강원특별자치도,강릉시,입암동,,강릉중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\강릉시과외\입암동과외\강릉중과외\index.html,high,true,정상
school,강원특별자치도,강릉시,입암동,,강릉중앙고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\강릉시과외\입암동과외\강릉중앙고과외\index.html,high,true,정상
school,강원특별자치도,강릉시,지변동,,강릉문성고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\강릉시과외\지변동과외\강릉문성고과외\index.html,high,true,정상
school,강원특별자치도,강릉시,초당동,,강릉고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\강릉시과외\초당동과외\강릉고과외\index.html,high,true,정상
school,강원특별자치도,강릉시,포남동,,경포고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\강릉시과외\포남동과외\경포고과외\index.html,high,true,정상
school,강원특별자치도,강릉시,포남동,,동명중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\강릉시과외\포남동과외\동명중과외\index.html,high,true,정상
school,강원특별자치도,동해시,부곡동,,묵호고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\동해시과외\강원부곡동과외\묵호고과외\index.html,high,true,정상
school,강원특별자치도,동해시,용정동,,북평중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\동해시과외\강원용정동과외\북평중과외\index.html,high,true,정상
school,강원특별자치도,동해시,천곡동,,동해삼육고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\동해시과외\강원천곡동과외\동해삼육고과외\index.html,high,true,정상
school,강원특별자치도,동해시,천곡동,,동해삼육중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\동해시과외\강원천곡동과외\동해삼육중과외\index.html,high,true,정상
school,강원특별자치도,동해시,천곡동,,북평여자고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\동해시과외\강원천곡동과외\북평여자고과외\index.html,high,true,정상
school,강원특별자치도,동해시,단봉동,,예람중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\동해시과외\단봉동과외\예람중과외\index.html,high,true,정상
school,강원특별자치도,동해시,동회동,,동해광희고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\동해시과외\동회동과외\동해광희고과외\index.html,high,true,정상
school,강원특별자치도,동해시,동회동,,동해광희중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\동해시과외\동회동과외\동해광희중과외\index.html,high,true,정상
school,강원특별자치도,동해시,동회동,,북평고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\동해시과외\동회동과외\북평고과외\index.html,high,true,정상
school,강원특별자치도,동해시,발한동,,동해중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\동해시과외\발한동과외\동해중과외\index.html,high,true,정상
school,강원특별자치도,동해시,발한동,,하랑중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\동해시과외\발한동과외\하랑중과외\index.html,high,true,정상
school,강원특별자치도,삼척시,남양동,,삼일고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\삼척시과외\남양동과외\삼일고과외\index.html,high,true,정상
school,강원특별자치도,삼척시,남양동,,삼일중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\삼척시과외\남양동과외\삼일중과외\index.html,high,true,정상
school,강원특별자치도,삼척시,남양동,,삼척여자고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\삼척시과외\남양동과외\삼척여자고과외\index.html,high,true,정상
school,강원특별자치도,삼척시,당저동,,삼척고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\삼척시과외\당저동과외\삼척고과외\index.html,high,true,정상
school,강원특별자치도,삼척시,당저동,,청아중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\삼척시과외\당저동과외\청아중과외\index.html,high,true,정상
school,강원특별자치도,삼척시,자원동,,삼척중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\삼척시과외\자원동과외\삼척중과외\index.html,high,true,정상
school,강원특별자치도,속초시,금호동,,속초해랑중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\속초시과외\강원금호동과외\속초해랑중과외\index.html,high,true,정상
school,강원특별자치도,속초시,노학동,,설온중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\속초시과외\노학동과외\설온중과외\index.html,high,true,정상
school,강원특별자치도,속초시,속초시교동,,설악중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\속초시과외\속초시교동과외\설악중과외\index.html,high,true,정상
school,강원특별자치도,속초시,속초시교동,,속초여자고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\속초시과외\속초시교동과외\속초여자고과외\index.html,high,true,정상
school,강원특별자치도,속초시,속초시교동,,속초중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\속초시과외\속초시교동과외\속초중과외\index.html,high,true,정상
school,강원특별자치도,속초시,장사동,,속초고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\속초시과외\장사동과외\속초고과외\index.html,high,true,정상
school,강원특별자치도,속초시,조양동,,설악고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\속초시과외\조양동과외\설악고과외\index.html,high,true,정상
school,강원특별자치도,양구군,남동,,대암중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\양구군과외\강원남동과외\대암중과외\index.html,high,true,정상
school,강원특별자치도,영월군,상동,,상동고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\영월군과외\강원상동과외\상동고과외\index.html,high,true,정상
school,강원특별자치도,영월군,상동,,상동중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\영월군과외\강원상동과외\상동중과외\index.html,high,true,정상
school,강원특별자치도,영월군,영월동,,옥동중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\영월군과외\영월동과외\옥동중과외\index.html,high,true,정상
school,강원특별자치도,원주시,명륜동,,원주여자중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\원주시과외\강원명륜동과외\원주여자중과외\index.html,high,true,정상
school,강원특별자치도,원주시,반곡동,,반곡중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\원주시과외\강원반곡동과외\반곡중과외\index.html,high,true,정상
school,강원특별자치도,원주시,반곡동,,버들중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\원주시과외\강원반곡동과외\버들중과외\index.html,high,true,정상
school,강원특별자치도,원주시,반곡동,,영서고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\원주시과외\강원반곡동과외\영서고과외\index.html,high,true,정상
school,강원특별자치도,원주시,반곡동,,원주여자고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\원주시과외\강원반곡동과외\원주여자고과외\index.html,high,true,정상
school,강원특별자치도,원주시,우산동,,진광고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\원주시과외\강원우산동과외\진광고과외\index.html,high,true,정상
school,강원특별자치도,원주시,우산동,,진광중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\원주시과외\강원우산동과외\진광중과외\index.html,high,true,정상
school,강원특별자치도,원주시,일산동,,학성중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\원주시과외\강원일산동과외\학성중과외\index.html,high,true,정상
school,강원특별자치도,원주시,개운동,,상지여자고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\원주시과외\개운동과외\상지여자고과외\index.html,high,true,정상
school,강원특별자치도,원주시,개운동,,상지여자중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\원주시과외\개운동과외\상지여자중과외\index.html,high,true,정상
school,강원특별자치도,원주시,개운동,,원주고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\원주시과외\개운동과외\원주고과외\index.html,high,true,정상
school,강원특별자치도,원주시,관설동,,치악고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\원주시과외\관설동과외\치악고과외\index.html,high,true,정상
school,강원특별자치도,원주시,단계동,,북원여자고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\원주시과외\단계동과외\북원여자고과외\index.html,high,true,정상
school,강원특별자치도,원주시,단계동,,치악중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\원주시과외\단계동과외\치악중과외\index.html,high,true,정상
school,강원특별자치도,원주시,단계동,,평원중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\원주시과외\단계동과외\평원중과외\index.html,high,true,정상
school,강원특별자치도,원주시,단구동,,남원주중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\원주시과외\단구동과외\남원주중과외\index.html,high,true,정상
school,강원특별자치도,원주시,단구동,,단구중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\원주시과외\단구동과외\단구중과외\index.html,high,true,정상
school,강원특별자치도,원주시,단구동,,원주중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\원주시과외\단구동과외\원주중과외\index.html,high,true,정상
school,강원특별자치도,원주시,마지동,,신림중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\원주시과외\마지동과외\신림중과외\index.html,high,true,정상
school,강원특별자치도,원주시,무실동,,대성고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\원주시과외\무실동과외\대성고과외\index.html,high,true,정상
school,강원특별자치도,원주시,무실동,,원주대성중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\원주시과외\무실동과외\원주대성중과외\index.html,high,true,정상
school,강원특별자치도,원주시,무실동,,원주삼육고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\원주시과외\무실동과외\원주삼육고과외\index.html,high,true,정상
school,강원특별자치도,원주시,무실동,,원주삼육중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\원주시과외\무실동과외\원주삼육중과외\index.html,high,true,정상
school,강원특별자치도,원주시,태장동,,강원과학고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\원주시과외\태장동과외\강원과학고과외\index.html,high,true,정상
school,강원특별자치도,원주시,태장동,,북원중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\원주시과외\태장동과외\북원중과외\index.html,high,true,정상
school,강원특별자치도,원주시,태장동,,태장중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\원주시과외\태장동과외\태장중과외\index.html,high,true,정상
school,강원특별자치도,원주시,행구동,,미래고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\원주시과외\행구동과외\미래고과외\index.html,high,true,정상
school,강원특별자치도,정선군,신동,,함백고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\정선군과외\강원신동과외\함백고과외\index.html,high,true,정상
school,강원특별자치도,정선군,신동,,함백중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\정선군과외\강원신동과외\함백중과외\index.html,high,true,정상
school,강원특별자치도,춘천시,낙원동,,성수고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\춘천시과외\강원낙원동과외\성수고과외\index.html,high,true,정상
school,강원특별자치도,춘천시,낙원동,,성수여자고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\춘천시과외\강원낙원동과외\성수여자고과외\index.html,high,true,정상
school,강원특별자치도,춘천시,효자동,,봄내중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\춘천시과외\강원효자동과외\봄내중과외\index.html,high,true,정상
school,강원특별자치도,춘천시,사농동,,소양중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\춘천시과외\사농동과외\소양중과외\index.html,high,true,정상
school,강원특별자치도,춘천시,석사동,,우석중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\춘천시과외\석사동과외\우석중과외\index.html,high,true,정상
school,강원특별자치도,춘천시,송암동,,강원체육중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\춘천시과외\송암동과외\강원체육중과외\index.html,high,true,정상
school,강원특별자치도,춘천시,온의동,,남춘천여자중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\춘천시과외\온의동과외\남춘천여자중과외\index.html,high,true,정상
school,강원특별자치도,춘천시,온의동,,남춘천중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\춘천시과외\온의동과외\남춘천중과외\index.html,high,true,정상
school,강원특별자치도,춘천시,춘천시교동,,유봉여자고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\춘천시과외\춘천시교동과외\유봉여자고과외\index.html,high,true,정상
school,강원특별자치도,춘천시,춘천시교동,,유봉여자중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\춘천시과외\춘천시교동과외\유봉여자중과외\index.html,high,true,정상
school,강원특별자치도,춘천시,퇴계동,,대룡중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\춘천시과외\퇴계동과외\대룡중과외\index.html,high,true,정상
school,강원특별자치도,춘천시,퇴계동,,퇴계중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\춘천시과외\퇴계동과외\퇴계중과외\index.html,high,true,정상
school,강원특별자치도,춘천시,후평동,,강원대학교사범대학부설고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\춘천시과외\후평동과외\강원대학교사범대학부설고과외\index.html,high,true,정상
school,강원특별자치도,춘천시,후평동,,봉의고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\춘천시과외\후평동과외\봉의고과외\index.html,high,true,정상
school,강원특별자치도,춘천시,후평동,,봉의중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\춘천시과외\후평동과외\봉의중과외\index.html,high,true,정상
school,강원특별자치도,춘천시,후평동,,후평중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\춘천시과외\후평동과외\후평중과외\index.html,high,true,정상
school,강원특별자치도,태백시,장성동,,태백중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\태백시과외\강원장성동과외\태백중과외\index.html,high,true,정상
school,강원특별자치도,태백시,장성동,,한국항공고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\태백시과외\강원장성동과외\한국항공고과외\index.html,high,true,정상
school,강원특별자치도,태백시,문곡동,,장성여자고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\태백시과외\문곡동과외\장성여자고과외\index.html,high,true,정상
school,강원특별자치도,태백시,철암동,,철암고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\태백시과외\철암동과외\철암고과외\index.html,high,true,정상
school,강원특별자치도,태백시,철암동,,철암중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\태백시과외\철암동과외\철암중과외\index.html,high,true,정상
school,강원특별자치도,태백시,황지동,,상장중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\태백시과외\황지동과외\상장중과외\index.html,high,true,정상
school,강원특별자치도,태백시,황지동,,세연중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\태백시과외\황지동과외\세연중과외\index.html,high,true,정상
school,강원특별자치도,태백시,황지동,,함태중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\태백시과외\황지동과외\함태중과외\index.html,high,true,정상
school,강원특별자치도,태백시,황지동,,황지고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\태백시과외\황지동과외\황지고과외\index.html,high,true,정상
school,강원특별자치도,태백시,황지동,,황지중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\태백시과외\황지동과외\황지중과외\index.html,high,true,정상
school,강원특별자치도,평창군,평창군서동,,미탄중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\평창군과외\평창군서동과외\미탄중과외\index.html,high,true,정상
school,강원특별자치도,화천군,간동,,간동고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\화천군과외\간동과외\간동고과외\index.html,high,true,정상
school,강원특별자치도,화천군,간동,,간동중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\화천군과외\간동과외\간동중과외\index.html,high,true,정상
school,강원특별자치도,횡성군,대동,,대동여자중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\횡성군과외\강원대동과외\대동여자중과외\index.html,high,true,정상
school,강원특별자치도,횡성군,횡성군서동,,안흥고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\횡성군과외\횡성군서동과외\안흥고과외\index.html,high,true,정상
school,강원특별자치도,횡성군,횡성군서동,,안흥중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\강원과외\횡성군과외\횡성군서동과외\안흥중과외\index.html,high,true,정상
school,경기도,고양시,가좌동,,가좌고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\경기가좌동과외\가좌고과외\index.html,high,true,정상
school,경기도,고양시,가좌동,,고양송산중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\경기가좌동과외\고양송산중과외\index.html,high,true,정상
school,경기도,고양시,동산동,,고양동산고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\경기동산동과외\고양동산고과외\index.html,high,true,정상
school,경기도,고양시,백석동,,백마고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\경기백석동과외\백마고과외\index.html,high,true,정상
school,경기도,고양시,백석동,,백석중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\경기백석동과외\백석중과외\index.html,high,true,정상
school,경기도,고양시,백석동,,백신고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\경기백석동과외\백신고과외\index.html,high,true,정상
school,경기도,고양시,신원동,,신원고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\경기신원동과외\신원고과외\index.html,high,true,정상
school,경기도,고양시,신원동,,신원중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\경기신원동과외\신원중과외\index.html,high,true,정상
school,경기도,고양시,일산동,,신일중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\경기일산동과외\신일중과외\index.html,high,true,정상
school,경기도,고양시,일산동,,일산고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\경기일산동과외\일산고과외\index.html,high,true,정상
school,경기도,고양시,일산동,,일산중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\경기일산동과외\일산중과외\index.html,high,true,정상
school,경기도,고양시,일산동,,현산중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\경기일산동과외\현산중과외\index.html,high,true,정상
school,경기도,고양시,중산동,,안곡고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\경기중산동과외\안곡고과외\index.html,high,true,정상
school,경기도,고양시,중산동,,안곡중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\경기중산동과외\안곡중과외\index.html,high,true,정상
school,경기도,고양시,중산동,,중산고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\경기중산동과외\중산고과외\index.html,high,true,정상
school,경기도,고양시,중산동,,중산중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\경기중산동과외\중산중과외\index.html,high,true,정상
school,경기도,고양시,화정동,,백양중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\경기화정동과외\백양중과외\index.html,high,true,정상
school,경기도,고양시,화정동,,지도중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\경기화정동과외\지도중과외\index.html,high,true,정상
school,경기도,고양시,화정동,,화수고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\경기화정동과외\화수고과외\index.html,high,true,정상
school,경기도,고양시,화정동,,화수중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\경기화정동과외\화수중과외\index.html,high,true,정상
school,경기도,고양시,화정동,,화정고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\경기화정동과외\화정고과외\index.html,high,true,정상
school,경기도,고양시,화정동,,화정중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\경기화정동과외\화정중과외\index.html,high,true,정상
school,경기도,고양시,고양동,,고양일고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\고양동과외\고양일고과외\index.html,high,true,정상
school,경기도,고양시,고양동,,목암중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\고양동과외\목암중과외\index.html,high,true,정상
school,경기도,고양시,관산동,,고양외국어고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\관산동과외\고양외국어고과외\index.html,high,true,정상
school,경기도,고양시,관산동,,고양제일중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\관산동과외\고양제일중과외\index.html,high,true,정상
school,경기도,고양시,대화동,,대송중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\대화동과외\대송중과외\index.html,high,true,정상
school,경기도,고양시,대화동,,대화고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\대화동과외\대화고과외\index.html,high,true,정상
school,경기도,고양시,대화동,,대화중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\대화동과외\대화중과외\index.html,high,true,정상
school,경기도,고양시,대화동,,일산대진고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\대화동과외\일산대진고과외\index.html,high,true,정상
school,경기도,고양시,대화동,,장성중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\대화동과외\장성중과외\index.html,high,true,정상
school,경기도,고양시,대화동,,주엽고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\대화동과외\주엽고과외\index.html,high,true,정상
school,경기도,고양시,덕은동,,덕은한강중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\덕은동과외\덕은한강중과외\index.html,high,true,정상
school,경기도,고양시,덕이동,,덕이고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\덕이동과외\덕이고과외\index.html,high,true,정상
school,경기도,고양시,덕이동,,덕이중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\덕이동과외\덕이중과외\index.html,high,true,정상
school,경기도,고양시,덕이동,,백송고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\덕이동과외\백송고과외\index.html,high,true,정상
school,경기도,고양시,도내동,,도래울고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\도내동과외\도래울고과외\index.html,high,true,정상
school,경기도,고양시,도내동,,도래울중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\도내동과외\도래울중과외\index.html,high,true,정상
school,경기도,고양시,마두동,,백마중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\마두동과외\백마중과외\index.html,high,true,정상
school,경기도,고양시,마두동,,백석고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\마두동과외\백석고과외\index.html,high,true,정상
school,경기도,고양시,마두동,,백신중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\마두동과외\백신중과외\index.html,high,true,정상
school,경기도,고양시,마두동,,정발고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\마두동과외\정발고과외\index.html,high,true,정상
school,경기도,고양시,마두동,,정발중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\마두동과외\정발중과외\index.html,high,true,정상
school,경기도,고양시,삼송동,,고양고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\삼송동과외\고양고과외\index.html,high,true,정상
school,경기도,고양시,삼송동,,고양중학교,중학교,중학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\삼송동과외\고양중과외\index.html,high,true,정상
school,경기도,고양시,성사동,,성사고등학교,고등학교,고등학생,C:\Users\user\Documents\GitHub\studynavi\경기과외\고양시과외\성사동과외\성사고과외\index.html,high,true,정상
